zpid,street,city,state,zipcode,bedroom,bathroom,sqft,zestimate,cluster
2097595736,845 W End Ave APT 16D, New York,NY,10025,2,3.0,1954,3256492,5
79493292,176 Broadway APT 7A, New York,NY,10038,0,2.0,1604,1174984,4
2097596657,170 W 81st St APT 7C, New York,NY,10024,1,1.0,0,1481470,5
2097596656,115 E 90th St # 7D, New York,NY,10128,1,1.0,0,809656,4
113198042,201 E 66th St APT 15B, New York,NY,10065,1,1.0,0,574479,3
60541600,1601 3rd Ave APT 18D, New York,NY,10128,2,1.0,800,934281,4
112086826,167 E 82nd St APT 5A, New York,NY,10028,2,3.0,1621,3075142,5
2126199233,185 W Houston St APT 1B, New York,NY,10014,0,1.0,476,568450,3
97496009,50 Franklin St APT 11A, New York,NY,10013,1,1.0,720,1196215,4
31521940,130 W 79th St APT 11D, New York,NY,10024,1,1.0,0,976898,4
31504096,22 W 15th St APT 17J, New York,NY,10011,1,1.0,0,1113135,4
92424812,15 W 84th St APT 1B, New York,NY,10024,2,1.0,0,1061398,4
2103749420,955 Lexington Ave # 7C, New York,NY,10021,2,2.0,0,2493872,5
124436567,540 W 49th St APT 306N, New York,NY,10019,2,2.0,1157,2339964,5
114346465,115 E 9th St APT 6E, New York,NY,10003,2,2.0,0,1664130,5
2100809816,212 E 70th St # 2AC, New York,NY,10021,2,2.0,1050,1389151,5
72517998,205 3rd Ave APT 6F, New York,NY,10003,0,1.0,0,554828,3
31510736,330 E 38th St APT 38F, New York,NY,10016,1,1.0,774,1070555,4
2097599345,363 E 76th St APT 8L, New York,NY,10021,2,1.0,900,789343,4
31539697,524 E 72nd St APT 42C, New York,NY,10021,2,2.0,1200,2042858,5
119918979,211 E 35th St APT 10F, New York,NY,10016,1,1.0,800,747027,4
119915353,315 E 70th St APT 9F, New York,NY,10021,2,2.0,1250,1354312,5
2097601019,438 E 12th St # 3K, New York,NY,10009,2,2.0,1112,2360882,5
31491243,300 Albany St APT 3O, New York,NY,10280,0,1.0,534,521163,3
2097602906,2231 Adam Clayton Powell Jr Blvd # 520, New York,NY,10027,1,1.0,611,702927,4
2097602907,610 Park Ave # 2B2C, New York,NY,10065,3,4.0,4115,10704925,6
2097602905,246-248 W 125th St, Manhattan,NY,10027,0,0.0,0,703557,4
2102152095,439 E 51st St # 6C, New York,NY,10022,2,1.0,1000,904584,4
31552654,114 Edgecombe Ave, New York,NY,10030,6,3.5,3951,1100443,4
79495319,75 Bank St APT 1H, New York,NY,10014,0,1.0,0,599070,3
2097604581,21 E 12th St # THB, New York,NY,10003,4,5.0,3307,7355314,6
2097604583,21 E 12th St # 6C, New York,NY,10003,1,2.0,1033,2492103,5
31511669,415 E 37th St APT 8N, New York,NY,10016,1,1.0,871,979522,4
2097604580,21 E 12th St # 10C, New York,NY,10003,3,4.0,2028,5624208,6
2097604580,21 E 12th St # 10C, New York,NY,10003,3,4.0,2028,5624208,6
87791770,54 E 1st St APT 2B, New York,NY,10003,1,1.0,0,1770346,5
72537996,14 Horatio St APT 14D, New York,NY,10014,1,1.0,0,736344,4
31521202,2000 Broadway APT 23B, New York,NY,10023,2,2.0,1294,2737510,5
72514462,118 Perry St APT J45, New York,NY,10014,0,1.0,0,429214,3
72525519,310 E 49th St APT 9C, New York,NY,10017,0,1.0,430,458514,3
2097609961,305 E 40th St APT 6N, New York,NY,10016,1,1.0,575,635226,4
2097610408,142 W End Ave APT 7L, New York,NY,10023,1,1.0,800,875592,4
2105343323,417 Park Ave APT 6W, New York,NY,10022,4,5.0,4000,9898093,6
2097611201,353 W 19th St # B, New York,NY,10011,8,4.0,3264,6959338,6
31502469,353 W 19th St, New York,NY,10011,8,4.0,5500,6947716,6
2126721042,105 Bennett Ave APT 64A, New York,NY,10033,1,1.0,747,584145,3
72526005,339 E 58th St APT 10H, New York,NY,10022,0,1.0,400,880832,4
2097611976,150 W 79th St APT 1B, New York,NY,10024,1,1.0,0,1485538,5
2099860779,53 W 53rd St # 27D, New York,NY,10019,3,4.0,2756,7477482,6
2097613204,385 Grand St APT L504, New York,NY,10002,1,1.0,0,848996,4
2097613202,559 W 23rd St # PH12, New York,NY,10011,3,2.0,1765,4957433,6
112513689,400 5th Ave APT 52C, New York,NY,10018,2,3.0,1168,3184353,5
2101362899,21 E 61st St APT 6B, New York,NY,10065,4,5.0,3751,703557,4
121919156,15 W 84th St APT 5D, New York,NY,10024,1,1.0,0,826884,4
31501398,345 W 13th St APT 5C, New York,NY,10014,3,3.0,2550,4833954,6
97520055,450 W 17th St APT 1503, New York,NY,10011,2,2.0,1038,2485178,5
79978541,80 John St APT 21A, New York,NY,10038,1,2.0,973,1376895,5
2097615141,360 E 89th St # 28A, New York,NY,10128,4,5.0,2862,6342698,6
2097619011,121 W 88th St, New York,NY,10024,0,0.0,5150,7023397,6
2097615140,559 W 23rd St # 9-10, New York,NY,10011,3,4.0,2410,5686945,6
2097615142,639 W End Ave # 16A, New York,NY,10025,3,3.0,1700,2770175,5
2097615470,519 E 81st St APT 4A, New York,NY,10028,0,1.0,0,3216386,5
2097615477,250 W 94th St # 7E, New York,NY,10025,2,2.0,0,2393356,5
31502965,270 W 17th St APT 15F, New York,NY,10011,1,1.0,595,1327375,5
31503764,170 W 23rd St APT 6F, New York,NY,10011,1,1.0,709,957903,4
80008581,212 E 57th St # 19B, New York,NY,10022,1,1.0,700,1172598,4
2111628823,250 S End Ave, New York,NY,10280,1,1.0,594,635382,4
72535665,345 W 145th St APT 12A2, New York,NY,10031,1,1.0,0,402400,3
2097625758,147-57 Village Rd 42gb # 42GB, Kew Garden Hills,NY,1367,0,0.0,0,703557,4
72525843,303 E 57th St APT 7D, New York,NY,10022,2,2.0,1400,829060,4
72523544,316 W 84th St APT 1E, New York,NY,10024,1,1.0,750,737983,4
2103162340,21-23 S William St # 7B, Manhattan,NY,10004,1,1.0,600,820848,4
2097626315,200 W 20th St APT 314, New York,NY,10011,0,1.0,485,601138,3
2097626982,180 Avenue Of The Americas APT 7B, New York,NY,10013,3,4.0,2221,5630418,6
119919210,36 N Moore St APT 2W, New York,NY,10013,2,2.0,0,2989077,5
122274928,430 Broome St, New York,NY,10013,0,0.0,0,4709024,6
31516080,301 W 57th St APT 10D, New York,NY,10019,2,2.0,1096,2540357,5
31530192,213 E 48th St, New York,NY,10017,5,6.0,3060,6925974,6
2097627231,79 C. Bajia Conception Rosarito Bc Mex, Foreign Country,CA,10001,1,3.0,2500,5884591,6
2097627550,8 Manzana Zona Uno Tijuana, Foreign Country,CA,10001,4,3.0,3000,8965168,6
2102163042,405 W 23rd St # 11BC, New York,NY,10011,1,2.0,1050,1473500,5
2097628847,100 & # 100A, Pagosa Springs,CO,81147,5,6.0,4968,9476491,6
2097629312,56 Leonard St # 17AWEST, New York,NY,10013,3,3.0,2303,6176971,6
79493533,266 E Broadway APT B1707, New York,NY,10002,1,1.0,0,786017,4
80012648,92 Greene St APT 2B, New York,NY,10012,3,3.0,2180,5561877,6
2097629300,310 Lexington Ave APT 2F, New York,NY,10016,0,1.0,0,1260938,4
2097629311,126 E 16th St APT 1B, New York,NY,10003,3,3.0,3000,4149013,6
31534048,32 E 76th St APT 1505, New York,NY,10021,2,2.0,1308,2846022,5
72539581,420 E 55th St APT 2F, New York,NY,10022,1,1.0,0,959888,4
2097629300,310 Lexington Ave APT 2F, New York,NY,10016,0,1.0,0,1260938,4
2097629299,535 W End Ave # HIFLR, New York,NY,10024,7,12.0,8451,11782305,6
2097629306,21 E 12th St # 8C, New York,NY,10003,1,2.0,1033,2483556,5
2113735421,139 E 33rd St APT 4N, New York,NY,10016,0,1.0,500,474943,3
2116314612,61 Lexington Ave APT 1A, New York,NY,10010,0,1.0,0,660029,4
80008020,555 W 23rd St APT S3N, New York,NY,10011,1,1.0,770,1370240,5
72518694,225 E 36th St APT 5P, New York,NY,10016,0,1.0,0,504039,3
31505454,80 Park Ave APT 10C, New York,NY,10016,0,1.0,0,739883,4
122273181,157 W 57th St APT 45A, New York,NY,10019,3,4.0,3228,10707571,6
122272620,157 W 57th St APT 46C, New York,NY,10019,4,5.0,3466,10889523,6
89333354,161 E 110th St APT 3F, New York,NY,10029,2,2.0,900,872722,4
31536893,200 E 69th St APT 6J, New York,NY,10021,0,1.0,493,635237,4
2097631910,50 W 30th St # 20A, New York,NY,10001,2,2.0,1330,2914152,5
2097631911,50 W 30th St # 6C, New York,NY,10001,1,1.0,679,1454804,5
2097631912,301 E 63rd St APT 7C, New York,NY,10065,0,1.0,475,460675,3
2097631913,201 E 17th St APT 32J, New York,NY,10003,1,1.0,0,983541,4
61965349,130 Beekman St APT 2MC, New York,NY,10038,3,2.0,2181,3460200,5
72532148,227 E 87th St APT 2A, New York,NY,10128,0,1.0,0,249747,2
112509827,400 5th Ave APT 49C, New York,NY,10018,2,3.0,1168,3105437,5
2097633942,555 Main St APT 1402, New York,NY,10044,2,2.0,1053,1355322,5
94817365,65 E 76th St # 3A, New York,NY,10021,2,2.0,0,1754102,5
2097633937,408 W 57th St APT 4F, New York,NY,10019,0,1.0,0,493839,3
31548043,382 Central Park W APT 14Y, New York,NY,10025,0,1.0,648,854308,4
2097633939,20 E 9th St # 10L, New York,NY,10003,0,1.0,650,791219,4
31543156,245 E 93rd St APT 8B, New York,NY,10128,1,1.0,753,756399,4
2097633929,333 E 91st St # 11AB, New York,NY,10128,4,4.0,3008,703557,4
31550223,301 W 110th St APT 3H, New York,NY,10026,2,2.0,905,1041311,4
72516367,69 5th Ave APT 9E, New York,NY,10003,1,1.0,850,1314640,4
2097635932,50 W 30th St # 13B, New York,NY,10001,1,1.0,696,1501222,5
2097635934,49 W 72nd St APT 12B, New York,NY,10023,1,1.0,0,728832,4
63865204,175 W 12th St APT 15E, New York,NY,10011,2,1.0,877,1777763,5
2118064509,108 E 35th St # 2, New York,NY,10016,3,2.0,1800,2463430,5
2097637052,19 E 64th St, New York,NY,10065,0,0.0,21072,9346722,6
31511072,311 E 38th St APT 12A, New York,NY,10016,1,1.0,0,832081,4
2097639994,366 W 11th St # 5BC, New York,NY,10014,2,2.0,1262,2520702,5
112514539,2360 Amsterdam Ave APT 2E, New York,NY,10033,2,2.0,918,958135,4
2097640982,845 United Nations Plz APT 51ADE, New York,NY,10017,8,6.0,5160,11126111,6
2097641004,166 Perry St # 5, New York,NY,10014,2,3.0,1521,4036212,6
2097642007,525 E 86th St # 17GH, New York,NY,10028,3,3.0,0,4468527,6
31536143,236 E 62nd St, New York,NY,10065,5,8.0,4283,7715046,6
31519625,160 W 66th St APT 50A, New York,NY,10023,3,4.0,1931,4495636,6
2097642582,20 E 35th St APT 11E, New York,NY,10016,1,1.0,0,780772,4
83930360,340 E 23rd St APT 15H, New York,NY,10010,1,1.0,718,1317302,4
119913968,402 E 74th St APT 5F, New York,NY,10021,1,1.0,0,749342,4
2097642747,60 E End Ave APT 43B, New York,NY,10028,3,4.0,0,4494213,6
2126597993,15 William St APT 43L, New York,NY,10005,3,3.0,1592,2598597,5
89139200,10 W 15th St APT 210, New York,NY,10011,2,1.0,0,1357106,5
124423613,322 E 57th St # 23A, New York,NY,10022,2,3.0,0,2886526,5
80007023,325 5th Ave APT 38A, New York,NY,10016,3,3.0,1489,2877229,5
72522702,101 W 81st St APT 408, New York,NY,10024,1,1.0,650,821670,4
2106165015,389 E 89th St, New York,NY,10128,0,1.0,562,754576,4
117451081,46 Laight St APT 2, New York,NY,10013,5,5.0,5202,10402898,6
72529037,205 E 78th St APT 15D, New York,NY,10075,0,1.0,400,411097,3
122275169,345 W 14th St APT 8D, New York,NY,10014,2,2.0,1301,3777612,5
81946340,315 E 72nd St APT 8D, New York,NY,10021,1,1.0,760,881245,4
2097644612,555 W 23rd St APT S3N, New York,NY,10011,1,1.0,0,1138748,4
2121252152,189 Avenue C APT 4C, New York,NY,10009,0,1.0,785,816328,4
31494521,27 N Moore St APT 8E, New York,NY,10013,2,2.0,0,3658276,5
72528618,233 E 69th St APT 6I, New York,NY,10021,2,1.0,900,816059,4
2097646705,205 E 63rd St APT 8F, New York,NY,10065,1,1.0,0,726776,4
2097646713,100 W 58th St # 13AB, New York,NY,10019,3,4.0,2200,5937222,6
2097646711,400 E 56th St APT 30J, New York,NY,10022,1,2.0,1050,1514161,5
2097646702,54 E 129th St APT 5A, New York,NY,10035,4,1.0,1021,1001259,4
2103003643,167 E 61st St # 18/19DE, New York,NY,10065,4,4.0,0,6828455,6
2097646709,65 W 95th St # PHB, New York,NY,10025,1,1.0,0,1494124,5
2097646704,333 E 66th St APT 14H, New York,NY,10065,1,1.0,0,735484,4
2097646706,360 E 89th St # 11C, New York,NY,10128,2,3.0,1665,2718230,5
2097646707,360 E 89th St # 19C, New York,NY,10128,2,3.0,1661,3088551,5
2097646710,160 W 77th St APT 6B, New York,NY,10024,1,1.0,0,845133,4
2097646708,1 E 66th St # 9ABH, New York,NY,10065,3,3.0,0,6942519,6
121817688,165 E 32nd St APT 10H, New York,NY,10016,1,1.0,0,840811,4
121918928,321 E 54th St APT 7K, New York,NY,10022,0,1.0,0,429375,3
2097646714,416 W 52nd St # 221, New York,NY,10019,1,2.0,1270,1582841,5
31535542,188 E 76th St APT 7D, New York,NY,10021,2,2.0,1183,2127103,5
2097648117,322 W 57th St, New York,NY,10019,2,2.0,1350,2443265,5
114409390,3 Hanover Sq APT 3F, New York,NY,10004,1,1.0,900,898349,4
2097649212,44 Market St # PHA, New York,NY,10002,3,2.0,904,1491873,5
2098613749,2250 Broadway # 20BC, New York,NY,10024,3,3.0,1830,4441756,6
2097649210,360 E 89th St # 29B, New York,NY,10128,3,4.0,2417,5441336,6
31518542,29 W 65th St APT 6B, New York,NY,10023,0,1.0,468,681780,4
80387483,101 W 12th St APT 17K, New York,NY,10011,2,2.0,1400,2194018,5
79506382,333 E 79th St APT 12O, New York,NY,10075,2,2.0,0,1350341,5
80012000,350 W 42nd St APT 56C, New York,NY,10036,2,2.0,1076,2207032,5
31513245,146 W 57th St APT 70B, New York,NY,10019,1,3.0,1457,3889311,6
2107570222,435 E 77th St APT 2D, New York,NY,10075,0,1.0,485,492135,3
119909744,208 W 119th St APT 4M, New York,NY,10026,1,1.0,0,663469,4
72512381,684 Broadway APT 5W, New York,NY,10012,2,2.0,2200,3174801,5
2097653072,70 E 96th St APT 12C, New York,NY,10128,2,2.0,0,2194018,5
2097653073,432 W 52nd St # GARDEN-F, New York,NY,10019,1,2.0,1356,1353891,5
2097653074,432 W 52nd St # GARDEN-A, New York,NY,10019,2,2.0,1454,1985655,5
79496308,16 W 16th St APT 10WN, New York,NY,10011,1,1.0,725,895780,4
2106419718,122 Elizabeth St, New York,NY,10013,3,2.0,1132,1789383,5
2097657767,204-206 W 10th St # 4, Manhattan,NY,10014,1,1.0,0,949765,4
63867823,25 Central Park W APT 11N, New York,NY,10023,3,3.0,2011,6364245,6
2097658531,Cpw Sponsor Sale Condo # J, New York,NY,10023,3,3.0,2000,5696243,6
31515553,353 W 56th St APT 3B, New York,NY,10019,1,1.0,801,758662,4
81945720,20 Sutton Pl S APT 5C, New York,NY,10022,3,3.0,1900,1941531,5
125464994,100 W 57th St APT 6L, New York,NY,10019,1,1.0,0,439328,3
2097664023,17 W 120th St APT 3, New York,NY,10027,5,6.0,4000,6043056,6
80009087,472 Broadway APT 2, New York,NY,10013,2,3.0,1593,3381996,5
2097667609,161 Maiden Ln # 35B, New York,NY,10038,1,1.0,971,2091477,5
2097667682,404 E 79th St APT 5A, New York,NY,10075,3,3.0,1900,2866715,5
2097667895,555 W 23rd St PH H, New York,NY,10011,2,2.0,0,3256642,5
2097669862,147-18 8th Ave, Kew Garden Hills,NY,11367,4,4.0,0,2944207,5
31498762,58 W 9th St, New York,NY,10011,4,5.0,5000,8978403,6
72541370,675 Academy St APT 1K, New York,NY,10034,1,1.0,725,319053,2
2097670306,2 Sutton Pl S # 2FG, New York,NY,10022,3,4.0,0,3253668,5
2097670305,2 Sutton Pl S # 2EH, New York,NY,10022,2,3.0,0,1880084,5
2097670352,432 Park Ave APT 55A, New York,NY,10022,4,4.0,4462,11065280,6
2097670353,45 Tudor City Pl APT 711, New York,NY,10017,1,1.0,0,560592,3
31548166,382 Central Park W APT 20N, New York,NY,10025,1,1.0,876,1262282,4
2100155985,205 W 95th St APT 2B, New York,NY,10025,1,1.0,0,736721,4
2097671483,240 Riverside Blvd # 7LM, New York,NY,10069,3,4.0,1943,4120698,6
2097673574,138 Grand St APT 5WR, New York,NY,10013,3,2.0,3000,5127220,6
2097673564,31 Jane St APT 1G, New York,NY,10014,1,1.0,0,913808,4
31501445,651 Washington St, New York,NY,10014,5,4.0,2856,7390885,6
31539247,404 E 79th St APT 5A, New York,NY,10021,3,3.0,1900,2381497,5
31521589,155 W 71st St APT 5D, New York,NY,10023,2,2.0,988,1522361,5
2097673566,575 Park Ave # 505, New York,NY,10065,2,3.0,1900,2143317,5
2097673568,45 Tudor City Pl APT 208, New York,NY,10017,0,1.0,375,523045,3
119919171,245 Bennett Ave APT 5C, New York,NY,10040,1,1.0,675,399288,3
2097673565,555 W 23rd St # PHH, New York,NY,10011,2,2.0,0,2690050,5
31508239,200 E 32nd St APT 18A, New York,NY,10016,1,1.0,714,960866,4
80005261,15 Broad St APT 1206, New York,NY,10005,0,1.0,1077,1351764,5
2097677470,124 Elizabeth St APT 1B, New York,NY,10013,1,2.0,1132,1537583,5
2097677469,145 Morningside Ave APT 4F, New York,NY,10027,2,1.0,0,634174,4
2097677469,145 Morningside Ave APT 4F, New York,NY,10027,2,1.0,0,634174,4
72513333,30 5th Ave APT 5C, New York,NY,10011,1,1.0,800,1067057,4
114404726,30 5th Ave APT 11F, New York,NY,10011,2,2.0,0,2037823,5
2097677467,106 W 117th St APT 5F, New York,NY,10026,3,2.0,0,2975315,5
97535663,20 Pine St #1803, New York,NY,10005,0,1.0,656,831915,4
2097679266,157 W 57th St APT 36F, New York,NY,10019,3,4.0,2438,9839634,6
2097679263,200 E 69th St # T5D, New York,NY,10021,0,1.0,441,621864,4
2097679265,157 W 57th St APT 35C, New York,NY,10019,2,3.0,1985,7256840,6
72525574,310 E 51st St APT 2, New York,NY,10022,2,2.0,970,1354544,5
120108184,179 E 79th St APT 1B, New York,NY,10075,1,1.0,0,625966,4
2103527976,322 E 57th St # 2/3A, New York,NY,10022,2,3.0,0,3499850,5
112512276,88 Morningside Ave APT 3C, New York,NY,10027,2,2.0,0,703557,4
2097679264,201 W 70th St APT 22A, New York,NY,10023,1,1.0,0,870098,4
72535702,713 Saint Nicholas Ave APT 6, New York,NY,10031,0,0.0,0,1575185,5
2097680336,300 E 71st St APT 15R, New York,NY,10021,0,0.0,0,703557,4
2129239372,2288 Adam Clayton Powell Jr Blvd, New York,NY,10030,0,0.0,2847,2907088,5
69511036,120 Riverside Blvd APT 12F, New York,NY,10069,1,0.0,917,1441283,5
2114750650,117 E 57th St # 27AB, New York,NY,10022,5,4.0,3250,6001881,6
2097682854,2041 5th Ave APT 3A, New York,NY,10035,4,2.0,1200,1500944,5
31544597,300 E 90th St APT 8B, New York,NY,10128,1,1.0,668,744583,4
2121015698,57 Reade St, New York,NY,10007,2,2.0,1244,2895440,5
79495444,167 Perry St APT 1H, New York,NY,10014,1,1.0,0,1171554,4
72525010,5 Tudor City Pl APT 2128, New York,NY,10017,0,1.0,0,357311,2
2101576872,21 E 61st St APT 6E, New York,NY,10065,5,10.0,4060,703557,4
113974732,118 W 79th St # 7A, New York,NY,10024,3,3.0,1800,3055333,5
72521692,345 W 70th St APT 3F, New York,NY,10023,2,1.0,0,1031838,4
89669698,201 E 66th St APT 4K, New York,NY,10065,1,1.0,0,736512,4
2097688862,100 W 81st St APT 5C, New York,NY,10024,1,2.0,0,2062905,5
2097688864,85 8th Ave APT 2M, New York,NY,10011,0,1.0,0,923371,4
2097688863,464 Columbus Ave APT 2B, New York,NY,10024,1,1.0,700,703557,4
72515127,325 W 16th St APT 4W, New York,NY,10011,1,1.0,0,1321706,5
89711722,32 Gramercy Park S APT 6B, New York,NY,10003,1,1.0,0,831489,4
79482654,44 W 62nd St APT 18C, New York,NY,10023,1,2.0,0,1282759,4
63870302,25 Beekman Pl # 1, New York,NY,10022,4,4.0,3742,9564106,6
2097688987,215 E 96th St # 25M, New York,NY,10128,2,2.0,1072,703557,4
2097689275,435 Convent Ave APT 44, New York,NY,10031,4,3.0,0,2830500,5
2097689918,3RD Ave Condo # C, New York,NY,10065,2,2.0,1347,2041939,5
2097689986,New 3rd Ave Condo # 2, New York,NY,10065,1,1.0,1116,781018,4
72511679,237 Eldridge St APT 1, New York,NY,10002,1,1.0,350,431274,3
2097690304,457 Fdr Dr APT A2103, New York,NY,10002,2,1.0,0,1024128,4
113056514,25 Tudor City Pl APT 720, New York,NY,10017,1,1.0,0,443006,3
2097690303,227 E 57th St # 2AB, New York,NY,10022,2,2.0,0,1251034,4
113973951,201 E 17th St APT 30D, New York,NY,10003,1,1.0,0,907274,4
2097690302,440 E 79th St APT 2I, New York,NY,10075,0,1.0,480,584796,3
97521517,303 E 33rd St APT 5D, New York,NY,10016,1,1.0,656,995510,4
31519186,161 W 61st St APT 12C, New York,NY,10023,1,1.0,786,1296789,4
31498302,114 E 13th St APT 5C, New York,NY,10003,2,1.0,1100,1735129,5
2097690301,200 W 86th St APT 16D, New York,NY,10024,2,2.0,0,2185565,5
2097690751,325 5th Ave APT 33A, New York,NY,10016,3,3.0,1500,3878717,6
2112742316,630 1st Ave, New York,NY,10016,2,2.0,1012,1804654,5
80014028,100 W 58th St APT 7C, New York,NY,10019,2,3.0,1104,1842922,5
31491103,350 Albany St APT 3P, New York,NY,10280,2,1.0,833,962009,4
72513465,45 W 11th St APT 4C, New York,NY,10011,2,1.0,0,1352138,5
31539840,530 E 76th St APT 8B, New York,NY,10021,2,2.0,953,1261499,4
72531512,170 E 88th St APT 4C, New York,NY,10128,2,2.0,1400,1351862,5
31503315,203 W 22nd St, New York,NY,10011,5,10.0,25480,3360539,5
89229905,415 Main St APT 10B, New York,NY,10044,1,1.0,716,852669,4
72539192,135 W 79th St APT 7D, New York,NY,10024,1,1.0,750,756779,4
31511322,630 1st Ave APT 16M, New York,NY,10016,2,2.0,1012,1252917,4
2110019877,87 Barrow St, New York,NY,10014,1,0.0,0,7631734,6
2098828008,510 W 143 St, Manhattan Beach,NY,11235,0,0.0,0,703557,4
2110315594,151 W 74th St APT 1A, New York,NY,10023,1,1.0,0,623208,4
2097696305,160 W End Ave APT 30U, New York,NY,10023,1,1.0,702,848549,4
31515341,350 W 57th St APT 11E, New York,NY,10019,1,1.0,600,746207,4
119913948,415 E 85th St # 7CD, New York,NY,10028,2,2.0,0,1132962,4
124865220,517 E 77th St APT 4L, New York,NY,10075,1,1.0,0,4747005,6
2102700495,170 W 74th St APT 1103, New York,NY,10023,0,1.0,0,718241,4
69510838,240 Riverside Blvd APT 9B, New York,NY,10069,2,3.0,1883,4198082,6
2097699835,Carlton East 220 East 57th St # 10-C, New York,NY,10022,0,1.0,600,648028,4
2097701174,55 W 17th St # 1402, New York,NY,10011,4,5.0,4214,10760810,6
97501602,75 Wall St APT 28P, New York,NY,10005,1,2.0,1126,1561980,5
2097701333,350 5th Ave LBBY 6, New York,NY,10118,2,0.0,111,2062587,5
31536047,200 E 61st St APT 32E, New York,NY,10065,1,2.0,904,1436318,5
119914923,350 Cabrini Blvd APT 2K, New York,NY,10040,2,2.0,1050,876381,4
2104140337,554 Broome St FL 1R, New York,NY,10013,2,2.0,3200,4617061,6
89335167,515 E 72nd St APT 40E, New York,NY,10021,2,3.0,1669,3527209,5
80005850,32 W 18th St APT 5B, New York,NY,10011,3,4.0,3292,5396402,6
2097702544,175 W 93rd St APT 12G, New York,NY,10025,1,1.0,720,818713,4
80005850,32 W 18th St APT 5B, New York,NY,10011,3,4.0,3292,5396402,6
97534613,322 W 57th St # 33U1, New York,NY,10019,3,3.0,1599,3753389,5
89335167,515 E 72nd St APT 40E, New York,NY,10021,2,3.0,1669,3527209,5
2097703605,184 Thompson St # 3FL1S, New York,NY,10012,1,1.0,844,1392266,5
69509662,20 West St APT 21D, New York,NY,10004,0,1.0,432,681980,4
97527984,166 Perry St # 5C, New York,NY,10014,2,3.0,1521,4721734,6
72511644,524 E 13th St APT A1, New York,NY,10009,0,1.0,0,452088,3
2097703604,969 5th Ave # 15FL, New York,NY,10075,3,3.0,0,9269181,6
2097703606,252 W 30th St # 5A1, New York,NY,10001,4,2.0,1542,2363389,5
87617805,193 2nd Ave APT 4, New York,NY,10003,3,1.0,1250,1576110,5
31523132,200 Riverside Blvd APT 23B, New York,NY,10069,2,2.0,1120,2122688,5
72539501,310 E 46th St APT 12H, New York,NY,10017,2,1.0,0,703557,4
2099128955,438 E 12th St # 3E, New York,NY,10009,2,3.0,1194,2369873,5
2099128956,438 E 12th St # 4F, New York,NY,10009,3,3.0,1686,3271170,5
2098993066,438 E 12th St # 3U, New York,NY,10009,1,2.0,795,1545454,5
2100503588,1361 Madison Ave APT 5F, New York,NY,10128,2,2.0,0,2295282,5
89334008,225 Rector Pl APT 12B, New York,NY,10280,0,1.0,576,820203,4
2103573305,50 West St # 43A, New York,NY,10006,2,3.0,1736,3887055,6
2103573290,50 West St # 22B, New York,NY,10006,3,4.0,2309,5396655,6
80010923,304 Spring St APT 7, New York,NY,10013,3,2.0,1856,3807529,6
120287708,1635 Lexington Ave APT 2D, New York,NY,10029,2,2.0,1112,1123780,4
72521451,215 W 75th St APT 14G, New York,NY,10023,1,1.0,0,927024,4
125952248,306 W 116th St APT 3B, New York,NY,10026,2,2.0,944,1155831,4
31517573,25 Central Park W APT 8T, New York,NY,10023,2,2.0,1715,3092693,5
2097704706,10 E End Ave APT 12F, New York,NY,10075,2,2.0,0,1384043,5
2097704705,10 W 15th St APT 2022, New York,NY,10011,1,1.0,0,1016406,4
2097704707,142 W End Ave APT 3P, New York,NY,10023,2,2.0,0,1516543,5
2097706895,236 W 24th St # 3FL, New York,NY,10011,1,2.0,1283,2057165,5
72540769,611 W 111th St APT 56, New York,NY,10025,2,2.0,0,1153674,4
80006654,100 W 93rd St APT 12K, New York,NY,10025,1,1.0,753,1037018,4
69510640,350 W 53rd St APT 2F, New York,NY,10019,0,1.0,421,682153,4
2097706894,31 W 31st St # 8TH-FLOOR, New York,NY,10001,2,2.0,0,2304533,5
2097708568,330 E 38th St # 3801, New York,NY,10016,1,1.0,774,995570,4
2097708728,132 W 93rd St, New York,NY,10025,1,1.0,0,1680300,5
2097709261,80 Gold St APT 4H, New York,NY,10038,2,1.0,0,1131689,4
79978496,55 Wall St APT 624, New York,NY,10005,0,1.0,589,764965,4
72516677,220 Madison Ave APT 9F, New York,NY,10016,1,2.0,1000,1010845,4
79978701,24 E 21st St APT 6, New York,NY,10010,4,5.0,4109,6440391,6
72524702,220 E 57th St APT 10C, New York,NY,10022,0,1.0,600,430594,3
2100897465,175 W 13th St APT 9E, New York,NY,10011,1,1.0,0,2752452,5
72528312,111 E 75th St APT 4A, New York,NY,10021,2,1.0,0,1117140,4
2097709260,137 E 28th St APT 1C, New York,NY,10016,1,1.0,0,622495,4
2104292069,541 W 133rd St # R, New York,NY,10027,2,1.0,0,807283,4
124438157,101 Leonard St APT 10E, New York,NY,10013,3,3.0,1973,3914858,6
2097712999,30 Sutton Pl # 4C, New York,NY,10022,2,3.0,0,2316673,5
79498722,108 W 69th St APT 1, New York,NY,10023,1,1.0,550,676652,4
2100909915,200 W End Ave APT 4D, New York,NY,10023,1,1.0,728,1336828,5
2097714939,312 E 89th St # 4DD, New York,NY,10128,0,1.0,0,696574,4
72533340,417 E 90th St APT 7H, New York,NY,10128,1,1.0,0,449180,3
2097715501,200 E 69th St # 51, New York,NY,10021,1,2.0,0,1776892,5
