zpid,street,city,state,zipcode,bedroom,bathroom,sqft,zestimate,cluster
29475857,7006 Smokey Hill Rd, Austin,TX,78736,3,2.0,1942,317886,2
58267716,10525 Hainsworth Park Dr, Austin,TX,78717,4,3.0,2124,278604,2
83124926,12217 Long Bay Cv, Austin,TX,78732,4,2.0,1841,406950,3
71489407,156 Porter St APT 150, Boston,MA,2128,1,1.0,873,415895,3
59140865,64 Ridlon Rd, Boston,MA,2126,4,2.0,1692,353092,2
113389343,107 Fisher Ave, Roxbury Crossing,MA,2120,11,4.0,4800,1767787,5
2097543966,370 Beacon St # 3, Boston,MA,2116,3,5.0,3300,703557,4
59181418,112 Fulton St UNIT 2A, Boston,MA,2109,2,2.0,1240,966313,4
87797411,10 Ashmont Ct # 3, Dorchester,MA,2122,3,1.0,1016,379063,3
2128682441,288 Beech St # 1, Boston,MA,2131,2,1.0,720,326314,2
59171051,216 Beacon St UNIT 2, Boston,MA,2116,1,1.0,744,781221,4
59117725,23-25 Saint Gregory St, Boston,MA,2124,4,2.0,2522,577703,3
59183022,549 Columbus Ave APT 5, Boston,MA,2118,1,1.0,519,467836,3
59188474,43 Mount Vernon St APT 2, Boston,MA,2108,3,3.0,2032,2754629,5
59175717,3 Appleton St APT 503, Boston,MA,2116,1,1.0,541,506935,3
63041322,13 Lindall Pl UNIT 1, Boston,MA,2114,1,1.0,608,548919,3
2097554741,0 Howard Ave, Boston,MA,2125,0,0.0,0,703557,4
2097554740,121 Portland St # 508, Boston,MA,2114,2,2.0,1066,703557,4
71332719,670 Dorchester Ave UNIT 3, Boston,MA,2127,2,2.0,1237,496072,3
59144997,5 Delford St, Boston,MA,2131,3,3.0,1080,361216,2
2099986979,75 Ruthven St # 1, Boston,MA,2121,3,1.0,975,703557,4
59164668,717 Atlantic Ave APT 6D, Boston,MA,2111,1,1.0,1110,712816,4
59211740,881 E 1st St UNIT 401, Boston,MA,2127,1,1.0,1068,577344,3
87795999,94 Itasca St APT 5, Mattapan,MA,2126,2,1.0,790,200701,1
59162261,8 Glade Ave UNIT 3, Boston,MA,2130,2,1.0,1135,482134,3
59115302,2 Fields Ct, Dorchester,MA,2125,3,2.0,1958,703557,4
59115307,5 Baker Ct, Dorchester,MA,2125,2,1.0,605,277323,2
59115301,4 Fields Ct, Dorchester,MA,2125,3,1.0,1426,413119,3
2097557217,6 Fields Ct, Boston,MA,2125,0,0.0,0,703557,4
59115307,5 Baker Ct, Dorchester,MA,2125,2,1.0,605,277323,2
59115302,2 Fields Ct, Dorchester,MA,2125,3,2.0,1958,703557,4
2097557217,6 Fields Ct, Boston,MA,2125,0,0.0,0,703557,4
2098745274,85 Millet St, Boston,MA,2124,6,3.0,2638,483082,3
123119983,25 Robey St, Roxbury,MA,2119,3,4.0,1700,703557,4
2122042105,119 King St, Boston,MA,2122,3,1.0,1250,389213,3
59086763,15 N Beacon St APT 416, Boston,MA,2134,2,2.0,744,420238,3
81378924,4 Adamson St UNIT 3, Allston,MA,2134,3,1.0,906,435154,3
2097565379,25 Robey St # 25, Boston,MA,2119,3,4.0,1700,703557,4
59086536,1258 Commonwealth Ave APT 10, Boston,MA,2134,2,1.0,802,409857,3
81858773,210 South St UNIT 62, Boston,MA,2111,1,2.0,1347,858071,4
81857704,142 Bigelow St UNIT 103, Boston,MA,2135,1,1.0,1180,492754,3
2110296548,1241-1251 Adams St # B408, Boston,MA,2124,1,2.0,1207,703557,4
113389835,427 E 7th St UNIT 1, South Boston,MA,2127,2,2.0,955,550220,3
81853766,119 King St UNIT 1, Dorchester,MA,2122,3,1.0,1250,448900,3
2097570191,1677 Commonwealth Ave APT 4F, Boston,MA,2135,2,1.0,749,703557,4
67715518,23 Fleet St APT 1, Boston,MA,2113,3,2.0,1259,849781,4
2097571570,8 Glade Ave # 3, Jamaica Plain,MA,2130,2,1.0,1135,703557,4
2097658982,1 Walsh Pl, Boston,MA,2109,1,1.0,522,703557,4
59155747,33 Bonair St, Boston,MA,2132,3,1.0,1247,494038,3
2097573766,1218 Vfw Pkwy APT 59, West Roxbury,MA,2132,2,2.0,1159,703557,4
59155320,56 Willow St, Boston,MA,2132,4,2.0,1968,622133,4
2097576158,29 Brainerd Rd, Boston,MA,2134,2,1.0,850,703557,4
59177751,120 Commercial St APT 6-3, Boston,MA,2109,2,1.0,753,622859,4
2097576890,37 Abbotsford St # 2, Boston,MA,2121,3,1.0,1077,703557,4
2097576891,37 Abbotsford St # 3, Boston,MA,2121,3,1.0,1077,703557,4
2097577318,37 Abbotsford St # 1, Boston,MA,2121,2,1.0,940,703557,4
2097578099,1 Franklin St # 4104, Boston,MA,2110,3,3.0,2096,703557,4
2099176034,1 Franklin St # 5105, Boston,MA,2110,3,4.0,2196,703557,4
59163089,1111-1115 Blue Hill Ave #B2, Dorchester,MA,2124,2,1.0,663,195114,1
59090072,247 Chestnut Hill Ave APT 31, Boston,MA,2135,1,1.0,527,328981,2
2101982590,9 Ridgemont St, Allston,MA,2134,5,2.0,2918,703557,4
59137680,701 Walk Hill St, Boston,MA,2126,9,3.0,3915,450626,3
59117516,640 Morton St, Boston,MA,2126,6,3.0,4398,503905,3
59104508,9 Greenheys St, Dorchester,MA,2121,7,2.0,2500,433021,3
59124508,60 Eutaw St, Boston,MA,2128,4,3.0,2800,593893,3
59114235,81 Ruthven St, Dorchester,MA,2121,8,3.0,2602,463461,3
59120421,33 Leyden St, Boston,MA,2128,4,3.0,1204,491303,3
59122504,59 Horace St, Boston,MA,2128,4,1.0,1098,448388,3
81858732,500 Atlantic Ave UNIT 20B, Boston,MA,2210,3,3.0,2653,4327555,6
59106948,10 Harlow St, Dorchester,MA,2125,7,3.0,2394,478781,3
68005456,318 Fuller St APT 2, Dorchester Center,MA,2124,3,1.0,1010,287246,2
59185933,4 Worthington St, Roxbury Crossing,MA,2120,3,4.0,2890,1384623,5
59163387,6 Whittier Pl APT 16J, Boston,MA,2114,1,1.0,895,569330,3
59105615,14 Danube St, Dorchester,MA,2125,12,3.0,4342,715560,4
2097592839,1 Franklin St # 4703, Boston,MA,2110,3,5.0,2773,703557,4
81857237,12 Stoneholm St APT 511, Boston,MA,2115,1,1.0,355,396476,3
59131779,396 Centre St, Boston,MA,2130,9,6.0,3264,1190771,4
63041510,42-44 Hutchings St UNIT 1, Boston,MA,2121,3,1.0,1394,355730,2
59096902,121 Tremont St APT C6, Boston,MA,2135,1,1.0,767,362990,2
59109702,24 Greenwood St, Dorchester,MA,2121,8,3.0,2854,558277,3
59180216,9 Hawthorne Pl APT 7K, Boston,MA,2114,0,1.0,637,474348,3
59166274,4 Walnut St STE 1, Boston,MA,2108,2,2.0,1108,1291301,4
59100179,7 Lyndeboro St, Boston,MA,2129,2,2.0,1200,691732,4
2097597051,136 Shawmut Ave # 5-A, Boston,MA,2118,4,4.0,2596,1630405,5
63042568,408 Columbus Ave APT 4, Boston,MA,2116,2,2.0,1016,1095075,4
59096639,15 Burton St, Boston,MA,2135,3,2.0,1650,632940,4
59109713,72 Greenwood St, Dorchester,MA,2121,7,3.0,3764,591658,3
2097599606,4 Cheriton Rd, Boston,MA,2132,4,3.0,2500,825365,4
71329816,134 High St UNIT 3, Boston,MA,2129,2,1.0,692,482491,3
2110262130,551 E 6th St # 3, Boston,MA,2127,3,2.0,1205,751341,4
59168109,35 Queensberry St APT 16, Boston,MA,2215,1,1.0,420,412395,3
59101810,55 1/2 Bakersfield St UNIT 2, Dorchester,MA,2125,3,2.0,1350,459571,3
59170042,857 Beacon St APT B3, Boston,MA,2215,1,1.0,296,306836,2
2097602681,1232 Blue Hill Ave, Boston,MA,2126,0,0.0,0,703557,4
59099107,47 Harvard St APT A312, Boston,MA,2129,2,2.0,1157,823088,4
59184237,88 Worcester St APT 5, Boston,MA,2118,2,1.0,775,726733,4
59086366,85 Brainerd Rd APT 311, Boston,MA,2134,2,2.0,1040,602614,3
59139149,20 Richmere Rd, Boston,MA,2126,4,3.0,1854,424614,3
59164802,170 Tremont St APT 1106, Boston,MA,2111,1,1.0,622,718285,4
59210954,112 Union Park St UNIT 2, Boston,MA,2118,2,1.0,850,668510,4
59172173,33 Sleeper St APT 206, Boston,MA,2210,2,1.0,1604,1328209,5
71488569,58 Gates St APT 1, Boston,MA,2127,2,2.0,1111,623456,4
2097607113,265 W 2nd St # 2, Boston,MA,2127,2,3.0,1507,973349,4
2097607112,265 W 2nd St # 1, Boston,MA,2127,1,2.0,1004,640850,4
59130404,240 Heath St APT 308, Boston,MA,2130,2,2.0,895,464985,3
59183678,22 E Springfield St UNIT 2, Roxbury,MA,2118,1,1.0,605,582816,3
57423373,16 John Alden Cir, Bellingham,MA,2019,4,2.0,1814,340772,2
60112731,1 Warren St APT 107, Boston,MA,2129,2,3.0,1264,887267,4
59173978,32 Myrtle St APT 3-1, Boston,MA,2114,1,1.0,635,611216,3
59112462,60 Roslin St, Dorchester Center,MA,2124,6,2.0,4363,649104,4
59141354,32 Florian St # 1, Boston,MA,2131,3,1.0,980,356408,2
59098130,11 Auburn St # 1, Boston,MA,2129,2,2.0,990,604646,3
59115164,16 Houghton St, Dorchester,MA,2122,2,1.0,1224,360195,2
59167888,64 Charlesgate E APT 64, Boston,MA,2215,0,1.0,425,401765,3
2101088758,4 Weld St, Boston,MA,2131,4,3.0,2500,960810,4
59136945,604 Norfolk St, Boston,MA,2126,8,3.0,4888,645276,4
2097619012,813 E 4th St UNIT 813, Boston,MA,2127,2,3.0,2017,885914,4
59172981,15 Blackwood St APT 1, Boston,MA,2115,2,1.0,1132,846206,4
2144012672,309 Wood Ave # 2, Boston,MA,2136,2,1.0,791,252512,2
71333142,43 Baxter St UNIT 1, Boston,MA,2127,1,1.0,460,400193,3
59134431,18 Goldsmith St, Boston,MA,2130,2,1.0,816,458833,3
2097627052,99 Claremont Park, Boston,MA,2118,4,2.0,3400,1889429,5
59119379,241 Lexington St, Boston,MA,2128,5,3.0,4316,776631,4
2097629188,59 Fuller St # 2, Boston,MA,2124,2,2.0,1080,372217,3
2097629477,231 Gold Street 246 W 5th St, Boston,MA,2127,9,3.0,4041,1432324,5
123849099,47 Senator Bolling Cir, Dorchester Center,MA,2124,3,3.0,3000,590454,3
59160814,31 Goethe St, Boston,MA,2132,4,3.0,1926,422230,3
63528130,9 W Broadway UNIT 313, Boston,MA,2127,1,1.0,763,599312,3
59088438,64 Allston St APT 5, Boston,MA,2134,1,1.0,581,355467,2
102988122,100 Beacon St UNIT 2A, Boston,MA,2116,3,3.0,1975,3511582,5
2097638241,813 E 4th St # 813, Boston,MA,2127,2,3.0,2017,908348,4
59145867,42 Florence St, Boston,MA,2131,3,2.0,1579,544043,3
63710898,22 Sheafe St APT 4, Boston,MA,2113,2,2.0,1194,984390,4
2115893513,1565 River St # 3, Boston,MA,2136,3,1.0,1200,323892,2
59171293,113 Commonwealth Ave APT 4, Boston,MA,2116,3,3.0,1884,2579054,5
59157404,27 Howitt Rd, Boston,MA,2132,3,2.0,2024,736526,4
2097644512,18 Carpenter St # 2, Boston,MA,2127,3,3.0,1875,824154,4
2097644511,18 Carpenter St # 1, Boston,MA,2127,2,2.0,1350,628115,4
59152982,179 Bowen St, Boston,MA,2127,4,2.0,1638,688946,4
59150926,578 E 8th St, South Boston,MA,2127,4,3.0,2600,1260857,4
2098440215,601-611 E Broad Way # 301, Boston,MA,2127,2,2.0,1054,713972,4
2099086939,21-23 Brinsley St, Boston,MA,2121,8,2.0,3555,929201,4
2142228253,343 Centre St # 1, Dorchester,MA,2122,3,1.0,943,372656,3
103864942,200 South St # 1, Jamaica Plain,MA,2130,2,2.0,987,497864,3
59169768,261 Commonwealth Ave APT 5, Boston,MA,2116,2,1.0,1155,1466775,5
2097649309,134 Warren St APT 3, Boston,MA,2119,2,1.0,825,421921,3
2114019924,156 Chelsea St APT 203, East Boston,MA,2128,1,1.0,1114,688199,4
2097650708,47 Concord Sq # 2, Boston,MA,2118,3,3.0,1734,2172704,5
71489373,54 Business St UNIT 54, Boston,MA,2136,4,3.0,1715,399325,3
2099028936,235 Beacon St APT 2C, Boston,MA,2116,1,2.0,1784,2050686,5
59129968,178 Clare Ave, Boston,MA,2136,5,3.0,3200,585335,3
59110558,20 Edson St, Dorchester Center,MA,2124,6,2.0,2499,432603,3
59129947,175 Clare Ave APT D3, Boston,MA,2136,1,1.0,650,167533,1
2097656536,2A Hemman, Boston,MA,2131,0,0.0,0,703557,4
59141480,416 Hyde Park Ave, Boston,MA,2131,2,2.0,1208,509226,3
59186041,18 Woodbine St, Roxbury,MA,2119,4,2.0,2078,451202,3
59119469,420 Saratoga St, Boston,MA,2128,7,3.0,3723,595857,3
2097663503,47 Harvest St # 3, Boston,MA,2125,2,3.0,1179,536679,3
2097664996,319 A St UNIT 510, Boston,MA,2210,0,1.0,470,572241,3
59152112,309 Emerson St APT 18, Boston,MA,2127,0,1.0,668,455436,3
71496972,7 Van Winkle St UNIT 3, Dorchester Center,MA,2124,2,2.0,1118,453800,3
2097670138,60 Gibson St # U301, Boston,MA,2122,2,1.0,765,269468,2
2124756023,137 Chelsea St APT 2, East Boston,MA,2128,2,1.0,720,302698,2
2113681671,137 Chelsea St APT 1, Boston,MA,2128,2,1.0,980,359087,2
2117020235,505 Tremont St, Boston,MA,2116,1,1.5,1157,1394617,5
59185386,2 Akron Pl, Roxbury,MA,2119,2,1.0,1224,351181,2
59091301,1408 Commonwealth Ave APT 2, Boston,MA,2135,1,1.0,561,353637,2
2097678880,10 Perkins Ln, Milton,MA,2186,4,3.0,2650,1020547,4
63710209,300 Allston St APT 505, Boston,MA,2135,1,1.0,1005,586965,3
59097512,30 Lake Shore Ct APT 3, Boston,MA,2135,3,2.0,1061,496408,3
59110119,16 Norwell St, Dorchester,MA,2121,8,3.0,2627,466294,3
59117809,1 Shenandoah St, Dorchester Center,MA,2124,5,2.0,3011,843841,4
2097680645,364 Meridian St # 2, Boston,MA,2128,2,2.0,1600,918324,4
2097746989,364 Meridian St # 1, East Boston,MA,2128,2,2.0,2200,824555,4
2097680644,364 Meridian St # 3, Boston,MA,2128,2,2.0,1600,918324,4
2097683351,121 Portland St # 208, Boston,MA,2114,1,1.0,818,875585,4
2102497559,275 Humboldt, Boston,MA,2121,9,3.0,4815,784793,4
2097683668,121 Portland St # 805, Boston,MA,2114,1,2.0,959,1062479,4
56319302,67 Arlington St, Newton,MA,2458,5,5.0,4800,1414714,5
59134957,24 Parkside Dr, Boston,MA,2130,4,3.0,1840,778553,4
59172159,15 Sleeper St APT 507, Boston,MA,2210,1,1.0,925,767963,4
2115744511,137 Chelsea St APT 3, Boston,MA,2128,2,1.0,500,275819,2
59185528,15 Dorr St, Roxbury,MA,2119,4,5.0,3501,753727,4
2097689145,35R Lexington St # 1, Somerville,MA,2144,4,3.0,2665,1037776,4
59121582,60 Liverpool St, Boston,MA,2128,4,3.0,1800,634896,4
2097691014,335 S Huntington Ave, Boston,MA,2130,2,1.0,811,359156,2
2097691346,65 Lexington # 1, Boston,MA,2128,3,2.0,1282,626571,4
59102589,343 Centre St, Dorchester,MA,2122,3,1.0,1100,566059,3
59171186,119 Marlborough St APT 1, Boston,MA,2116,0,1.0,370,396027,3
59174289,28-32 Atlantic Ave UNIT 419, Boston,MA,2110,2,2.0,1250,1337148,5
81858750,500 Atlantic Ave UNIT 15P, Boston,MA,2210,3,4.0,2727,3344057,5
59161260,53 Linden Rd, Boston,MA,2132,2,1.0,1156,334481,2
59109545,2 Rock Ave, Dorchester Center,MA,2124,4,3.0,2200,492859,3
59139330,125 Wellington Hill St, Boston,MA,2126,3,2.0,1834,451536,3
2097694810,112 Fulton St UNIT 2B, Boston,MA,2109,2,2.0,1109,927247,4
2097700470,416 Hyde Park Ave # 1, Roslindale,MA,2131,0,1.0,900,336964,2
123846131,580 Washington St UNIT 1408, Boston,MA,2111,3,3.0,1743,2377338,5
2104723164,60 Gibson St APT 301, Dorchester,MA,2122,2,1.0,765,264935,2
59158304,20 Latin Rd, Boston,MA,2132,3,2.0,1671,689728,4
59091539,1480 Commonwealth Ave APT 12A, Boston,MA,2135,2,1.0,1050,522974,3
59171828,180 Beacon St UNIT 3B, Boston,MA,2116,2,2.0,1293,1408688,5
59159651,18 Gould St # 18A, Boston,MA,2132,4,2.0,1626,577217,3
81379187,4 Adamson St UNIT 1, Allston,MA,2134,3,1.0,906,410920,3
71505075,235 Eustis St UNIT 2, Roxbury,MA,2119,3,1.0,778,309944,2
2107534306,73 Chelsea St # C2-105, Boston,MA,2129,2,2.0,963,734871,4
90139103,121 E Cottage St UNIT 2, Dorchester,MA,2125,2,1.0,1164,402081,3
2113127173,5 Linda Ln APT 2-7, Boston,MA,2125,2,1.0,794,354407,2
71497234,79 Van Winkle St UNIT 1, Dorchester Center,MA,2124,2,2.0,1260,488217,3
2102387132,5 Linda Ln APT 2-7, Dorchester,MA,2125,2,1.0,794,344996,2
67095763,42 8th St APT 1109, Boston,MA,2129,1,2.0,950,733302,4
120922521,5 Dwight St UNIT 3, Boston,MA,2118,3,3.0,1672,1835630,5
2097725860,41 Harrison St # 13C, Boston,MA,2131,3,3.0,1731,295981,2
59171946,173 Beacon St APT 1, Boston,MA,2116,2,3.0,2102,1985090,5
59155284,100 Maple St, Boston,MA,2132,3,2.0,1872,547958,3
59213482,110 Strathmore Rd UNIT PH2, Boston,MA,2135,2,2.0,1320,875205,4
2097735537,84 Leland Rd, Chestnut Hill,MA,2467,3,2.0,1620,769601,4
2097737479,8 Baker # 4, Boston,MA,2125,3,3.0,2014,527998,3
2097737709,319 A St UNIT 506, Boston,MA,2210,0,1.0,527,614772,3
59129423,1899 Hyde Park Ave, Boston,MA,2136,7,3.0,4016,892447,4
2097741447,1241-1255 Adams St # WM210, Boston,MA,2124,1,2.0,1029,548422,3
59141840,117 Walter St, Boston,MA,2131,4,2.0,1793,584610,3
59168499,137 Peterborough St APT 22, Boston,MA,2215,0,1.0,425,385161,3
2097743841,5 Kilsyth Ter, Boston,MA,2135,6,2.0,4539,895040,4
2097745377,519 E 1st St # 8, Boston,MA,2127,2,2.0,1368,1168939,4
2097746510,23 Warren Pl # 1, Boston,MA,2119,3,3.0,1347,430745,3
59140511,53 Blake St, Hyde Park,MA,2136,3,2.0,1469,343754,2
2097747681,1861 Dorchester Ave # 5A, Boston,MA,2124,1,2.0,1049,422330,3
2097754281,47 Alpine St # 1, Roxbury,MA,2119,4,4.0,3406,618895,3
59126241,6 Magee St, Boston,MA,2136,3,1.0,907,358545,2
71546538,3 Avery St UNIT 609, Boston,MA,2111,1,2.0,1059,775771,4
59103126,2089 Dorchester Ave APT 6, Dorchester Center,MA,2124,2,1.0,720,214671,1
2097763362,5168 Washington St # 205, Boston,MA,2132,2,2.0,1291,449793,3
2097764279,99 D St # 1, Boston,MA,2127,4,3.0,1960,937653,4
59122720,67 Cottage St, Boston,MA,2128,3,3.0,1980,512842,3
59181774,151 Tremont St APT 23R, Boston,MA,2111,2,1.0,1065,970526,4
59130084,28 Badger Rd, Boston,MA,2136,3,2.0,1800,472510,3
59184431,177 Northampton St APT 1, Boston,MA,2118,2,1.0,650,447202,3
59086395,85 Brainerd Rd APT 514, Boston,MA,2134,2,2.0,1030,528827,3
59115977,165 Woodrow Ave, Dorchester Center,MA,2124,8,3.0,3853,705351,4
59176304,150 Lincoln St APT 3B, Boston,MA,2111,1,1.0,1305,843352,4
2097775289,59 Pleasant St # 2, Boston,MA,2125,2,2.0,1105,563289,3
59153058,115 Bolton St, Boston,MA,2127,2,2.0,1139,687004,4
63711282,690 Massachusetts Ave # 2, Boston,MA,2118,4,3.0,2442,1749089,5
81858755,910 Beacon St APT 2, Boston,MA,2215,2,2.0,1279,1049535,4
59183140,28 Concord Sq APT 1, Boston,MA,2118,2,2.0,1297,1314450,4
2097778930,59 Blake St, Boston,MA,2136,0,0.0,0,703557,4
2097778928,95 Radcliffe Rd, Boston,MA,2126,0,0.0,0,703557,4
63041180,187 Bennington St, Boston,MA,2128,5,3.0,1836,590402,3
90141599,44 Ridgewood St # 2, Dorchester,MA,2122,2,1.0,1024,204397,1
2097783640,39-41 Mount Vernon St, Boston,MA,2108,4,5.0,4025,2460131,5
59095451,94 Bigelow St # 3, Boston,MA,2135,2,2.0,1735,700120,4
123846794,580 Washington St UNIT 11A, Boston,MA,2111,2,2.0,1370,1884647,5
59098547,197 8th St APT 611, Boston,MA,2129,2,2.0,1759,1481149,5
2097788161,365 Sumner St REAR 2, Boston,MA,2128,3,2.0,1384,665933,4
2097788490,85 Brainerd Rd APT 514, Allston,MA,2134,2,2.0,1030,530724,3
2097789114,49 Cook St, Charlestown,MA,2129,4,3.0,2500,1106359,4
59095304,9 Wallingford Rd, Boston,MA,2135,4,2.0,1800,764717,4
2097792776,1 Franklin St # 1007, Boston,MA,2110,2,3.0,1296,1997409,5
59127302,5 Prospect Cir, Boston,MA,2136,3,2.0,1558,474860,3
2097793423,181 Salem St APT 8R, Boston,MA,2113,1,1.0,680,703557,4
2097872673,1 Franklin St #2104, Boston,MA,2110,2,2.0,1498,1827215,5
2097795063,146-148 Bremen St, Boston,MA,2128,10,5.0,4320,1429549,5
59099900,2 Shipway Pl UNIT 2, Boston,MA,2129,2,3.0,1895,1031874,4
2097795288,488 Dorchester Ave # 3, Boston,MA,2127,2,2.0,1010,680973,4
59089616,40 Cummings Rd APT 7, Boston,MA,2135,3,2.0,1650,651629,4
2097798662,1 Franklin St # 4601, Boston,MA,2110,2,3.0,1779,3532757,5
60112845,103 E Brookline St APT 3, Boston,MA,2118,2,1.0,601,574492,3
63041545,777 Tremont St UNIT 3, Boston,MA,2118,1,1.0,645,582653,3
59138215,770 Cummins Hwy APT 2, Boston,MA,2126,1,1.0,640,168239,1
2097804874,53-55 Harvest St # 1, Dorchester,MA,2125,2,3.0,1887,604704,3
102987402,45 Province St APT 1504, Boston,MA,2108,2,2.0,1318,1704009,5
59090060,247 Chestnut Hill Ave APT 1, Boston,MA,2135,1,1.0,464,312502,2
59177176,280 Commonwealth Ave APT 302, Boston,MA,2116,1,1.0,670,671395,4
59167694,431 Marlborough St, Boston,MA,2115,3,3.0,3077,3325603,5
2097814475,1 Franklin St # 1205, Boston,MA,2110,2,2.0,1161,1633263,5
2098692161,1 Dove St # 1, Boston,MA,2125,3,3.0,1494,482750,3
59131817,100 Paul Gore St UNIT 2, Boston,MA,2130,3,2.0,1277,536252,3
2097816215,247 Lexington St, East Boston,MA,2128,9,3.0,2580,653279,4
81855280,47 School St, Roxbury,MA,2119,6,3.0,3927,712513,4
2097818645,37 Clifford St # 1, Boston,MA,2119,8,4.0,4007,770631,4
59188264,23 Warwick St, Roxbury Crossing,MA,2120,3,3.0,1839,762708,4
59140408,12 Pinewood St, Hyde Park,MA,2136,3,3.0,1272,377663,3
59122563,15 Swift Ter, Boston,MA,2128,2,1.0,828,429248,3
2097827658,9 Cooper St # 3, Boston,MA,2113,2,1.0,740,736542,4
59108039,55 Bowdoin Ave, Dorchester,MA,2121,8,4.0,3688,487613,3
2097828811,111 L St # 111, Boston,MA,2127,2,2.0,1560,742774,4
2097830325,426 Medford St # 426, Boston,MA,2129,2,2.0,1067,688167,4
2097830472,250 W 3rd St # 3, Boston,MA,2127,2,2.0,1404,862944,4
2098317213,859 Canterbury St # 859, Boston,MA,2131,5,4.0,2865,728876,4
2097830456,11 Maywood St # 3, Boston,MA,2119,3,2.0,1150,359806,2
123846811,580 Washington St UNIT 1201, Boston,MA,2111,3,2.0,1478,1920999,5
59179425,136 Prince St APT 9, Boston,MA,2113,2,1.0,731,554930,3
2143021387,40 Victoria Heights Rd, Boston,MA,2136,4,2.0,1789,365667,2
59124703,41 Victoria Heights Rd, Boston,MA,2136,2,3.0,1793,285446,2
2097848339,101 Hancock St, Boston,MA,2125,10,3.0,3540,818118,4
2097850176,28 Sheffield Rd # 2, Roslindale,MA,2131,2,0.0,1028,433761,3
2097850851,46 Lamson St # 1, Boston,MA,2128,3,2.0,1350,678175,4
59187907,9 Sewall St, Roxbury Crossing,MA,2120,6,4.0,1920,1169353,4
63531164,23 Grantley St UNIT D, Boston,MA,2136,3,3.0,1374,326304,2
59115567,12 Rowena St, Dorchester Center,MA,2124,8,3.0,3502,895528,4
59108850,429 Adams St, Dorchester,MA,2122,9,3.0,3609,742055,4
59111866,138 Adams St, Dorchester,MA,2122,6,4.0,2970,646014,4
59177322,362 Commonwealth Ave APT 3A, Boston,MA,2115,2,1.0,790,819262,4
2097859554,5 Lambert St, Roxbury,MA,2119,3,1.5,1396,497123,3
59113874,43 Warner St # 43A, Dorchester Center,MA,2124,7,3.0,4145,532344,3
2097861840,31 Burbank St, Boston,MA,2115,0,52.0,32780,816538,4
81859036,16 Melrose St UNIT 2, Boston,MA,2116,1,1.0,588,567319,3
87792120,75 Waldemar Ave APT 404, Boston,MA,2128,2,1.0,761,275725,2
2102149411,42 Beach St UNIT 5B, Boston,MA,2111,1,1.0,852,659200,4
2097868926,59 Brainerd Rd APT 404, Allston,MA,2134,1,1.0,657,340233,2
59175051,65 E India Row APT 16B, Boston,MA,2110,2,3.0,1644,1231088,4
59148541,65 Preble St, Boston,MA,2127,12,9.0,4819,1012561,4
59143649,4379 Washington St, Boston,MA,2131,9,4.0,4320,755595,4
63711596,70-72 Northampton St UNIT 503, Boston,MA,2118,1,1.0,753,524563,3
59108739,43 Fox St, Dorchester,MA,2122,8,3.0,3591,570416,3
59124799,42 Webster St UNIT 42, Boston,MA,2136,2,2.0,1047,263141,2
59121342,67 Webster St, Boston,MA,2128,3,3.0,1920,587358,3
59122079,325 E Eagle St, East Boston,MA,2128,6,3.0,2640,544667,3
59124220,230 Saratoga St, Boston,MA,2128,9,7.0,3401,622802,4
59124798,40 Webster St, Boston,MA,2136,2,2.0,1047,305327,2
59089784,110 Strathmore Rd APT 303, Boston,MA,2135,1,1.0,702,407334,3
59123490,225 Saratoga St, Boston,MA,2128,6,4.0,3300,604450,3
59123758,54 Princeton St, Boston,MA,2128,5,2.0,1982,552135,3
2097880479,12 Bryon Rd # 5, West Roxbury,MA,2132,1,1.0,625,268791,2
102987750,110 Stuart St UNIT 25J, Boston,MA,2116,1,2.0,1103,1222407,4
59150559,138 M St, South Boston,MA,2127,3,2.0,1771,777288,4
59135476,186 Moss Hill Rd, Boston,MA,2130,3,2.0,2020,835727,4
59173627,105 Myrtle St, Boston,MA,2114,3,3.0,2272,2921926,5
2097889801,26 Gould St, West Roxbury,MA,2132,3,2.0,1450,485727,3
2118260616,303 Columbus Ave UNIT 801, Boston,MA,2116,2,2.0,1685,1674321,5
63711874,535 Harrison Ave APT A201, Boston,MA,2118,1,1.0,727,502700,3
59134969,5 Parkside Dr, Boston,MA,2130,5,3.0,3057,1206469,4
68006077,100 Capen St APT 4, Dorchester Center,MA,2124,2,1.0,781,253973,2
59120595,28 Orient Ave, Boston,MA,2128,5,3.0,2905,757426,4
59093411,61-63 Surrey St, Boston,MA,2135,9,4.0,3537,956985,4
59178002,33 Bay State Rd APT 5, Boston,MA,2215,2,1.0,710,707381,4
117686098,841 Lagrange St UNIT 6, West Roxbury,MA,2132,2,3.0,1504,714710,4
59162446,15 Catherine St, Boston,MA,2131,62,3.0,3044,869777,4
60112332,1306 Columbia Rd APT 2C, Boston,MA,2127,2,2.0,1162,599288,3
59153554,1218 Vfw Pkwy APT 59, Boston,MA,2132,2,2.0,1159,402849,3
59108217,16 Elmhurst St, Dorchester Center,MA,2124,9,3.0,3471,723732,4
59100822,58 High St UNIT 5, Boston,MA,2129,2,2.0,1293,903882,4
90136277,36 Appleton St APT 1, Boston,MA,2116,2,2.0,1148,1051804,4
59097108,65-67 S Crescent Circuit, Brighton,MA,2135,5,2.0,2392,908965,4
118324951,47 Clifford St UNIT 1, Roxbury,MA,2119,2,1.5,1263,299410,2
