15155004,17 Jennings Ct, San Francisco,CA,94124,3,2.0,1642,786698,1
2097585255,2315 Lake St, San Francisco,CA,94121,0,0.0,2847,1537121,2
96034546,1327 7th Ave APT 6, San Francisco,CA,94122,1,1.5,1134,1102865,2
15081928,3002 Clay St, San Francisco,CA,94115,3,2.0,2032,2202306,3
69819129,10 Mint Plz # 1, San Francisco,CA,94103,1,2.0,1559,2275700,3
2097586438,4014 25th St, San Francisco,CA,94114,2,1.0,0,1537121,2
2097586740,2558 Mission St # 312, San Francisco,CA,94110,1,1.0,0,1537121,2
2130220123,324 Connecticut St, San Francisco,CA,94107,0,0.0,4810,3522931,4
2099430832,Residence G2 Plan, Summit 800 San Francisco,CA,94132,3,2.5,1850,1423242,2
69819957,1751 Lake St, San Francisco,CA,94121,5,4.0,6027,5690446,4
15179593,21 Byron Ct, San Francisco,CA,94112,5,3.0,2242,719684,1
83153449,177 Townsend St UNIT 531, San Francisco,CA,94107,0,1.0,484,628276,1
15076178,1450 Post St APT 302, San Francisco,CA,94109,1,1.0,540,486647,0
111925735,830 York St, San Francisco,CA,94110,2,1.0,998,951717,2
2097587189,484 Belvedere St, San Francisco,CA,94117,2,1.0,1137,1537121,2
15133564,245 Fowler Ave, San Francisco,CA,94127,3,3.0,1736,1257516,2
2097588061,191 Brewster St, San Francisco,CA,94110,4,3.5,0,1537121,2
89238613,338 Spear St UNIT 31A, San Francisco,CA,94105,2,2.0,1274,2358191,3
15088141,482 Belvedere St, San Francisco,CA,94117,0,0.0,2274,1746529,3
80738489,855 Folsom St APT 502, San Francisco,CA,94107,1,1.0,722,362583,0
15132399,200 Dellbrook Ave, San Francisco,CA,94131,3,2.0,937,1159063,2
80732333,370 De Haro St # B14, San Francisco,CA,94103,1,2.0,1180,1124049,2
15120375,2374 20th Ave, San Francisco,CA,94116,3,1.0,1250,1090360,2
2097589296,1788 Clay St APT 803, San Francisco,CA,94109,2,2.0,1235,1537121,2
15133376,100 Woodside Ave, San Francisco,CA,94127,2,1.0,1285,1312568,2
2097592385,160 Julian Ave APT 2, San Francisco,CA,94103,1,1.0,0,1537121,2
2125071832,150 Lombard St APT 403, San Francisco,CA,94111,2,2.0,1400,1139009,2
15137614,21 Brentwood Ave, San Francisco,CA,94127,4,5.0,2548,1665641,3
15189321,342 Faxon Ave, San Francisco,CA,94112,2,1.0,1500,923062,1
2097592787,160 Julian Ave APT 1, San Francisco,CA,94103,0,1.0,0,1537121,2
79845400,555 4th St UNIT 632, San Francisco,CA,94107,1,1.0,720,763561,1
2097593461,2 Mint Plz # 802/4, San Francisco,CA,94103,2,2.0,2653,1537121,2
2107753907,86 John St, San Francisco,CA,94133,1,1.0,0,1120297,2
15175811,260 Santos St, San Francisco,CA,94134,2,1.0,1019,576055,1
15127720,4532 17th St, San Francisco,CA,94114,3,3.0,2800,2623677,3
2097595508,985 Greenwich St, San Francisco,CA,94133,0,0.0,4660,2627540,3
2098324439,750 Andover St, San Francisco,CA,94110,3,2.0,1508,1678589,3
15140675,10 Homewood Ct, San Francisco,CA,94112,3,2.0,1300,1308118,2
2097595892,821 Taraval St APT B, San Francisco,CA,94116,3,2.0,0,938309,1
15161183,114-116 Coleridge St, San Francisco,CA,94110,0,0.0,0,1441361,2
15163000,63 Bronte St, San Francisco,CA,94110,2,1.0,1025,989455,2
15182628,160-162 28TH St, San Francisco,CA,94131,3,2.0,1317,1653085,3
2097596652,4839-4841 Mission St, San Francisco,CA,94112,2,1.0,1925,978587,2
15170703,712 Brazil Ave, San Francisco,CA,94112,4,2.0,1895,862419,1
15138409,627 Mangels Ave, San Francisco,CA,94127,1,1.0,975,937341,1
15084079,164 Terra Vista Ave, San Francisco,CA,94115,3,3.0,2600,1824766,3
2097597939,2401 45th Ave APT 3, San Francisco,CA,94116,2,1.0,0,449991,0
2097597938,1690 Grove St, San Francisco,CA,94117,0,0.0,9375,5259597,4
15125805,2729 34th Ave, San Francisco,CA,94116,3,3.0,1470,1287405,2
15178003,39 Naylor St, San Francisco,CA,94112,5,4.0,3030,1282886,2
15184786,60 College Ave, San Francisco,CA,94112,3,4.0,1620,1100651,2
15184331,16 Richland Ave, San Francisco,CA,94110,1,1.0,608,659109,1
15073318,2410 Pacific Ave APT 4, San Francisco,CA,94115,1,1.0,862,634375,1
15149759,537 Wisconsin St, San Francisco,CA,94107,2,2.0,0,1152355,2
54854616,3379 22nd St, San Francisco,CA,94110,4,3.0,2170,1516735,2
15185656,121 Chilton Ave, San Francisco,CA,94131,2,1.0,1439,1250308,2
61325135,28 Ashbury St, San Francisco,CA,94117,2,2.0,1585,1376092,2
15134850,500 Myra Way, San Francisco,CA,94127,3,2.0,1306,975985,2
15063958,152 Lombard St APT 507G, San Francisco,CA,94111,2,2.0,1146,1121845,2
15182958,374 Valley St, San Francisco,CA,94131,3,2.0,1742,1113401,2
2097607936,432 Laurel St, San Francisco,CA,94118,2,2.0,0,1606207,3
2097608228,Unit B Plan, 72 Townsend San Francisco,CA,94107,1,1.0,900,995825,2
2097608227,Unit E Plan, 72 Townsend San Francisco,CA,94107,1,1.0,632,858229,1
2097608226,Unit C Plan, 72 Townsend San Francisco,CA,94107,1,2.0,785,923145,1
2097608222,Unit H Plan, 72 Townsend San Francisco,CA,94107,1,2.0,950,1029878,2
15084111,184 Ewing Ter, San Francisco,CA,94118,5,4.0,2600,2755797,3
15147563,75 Folsom St APT 1200, San Francisco,CA,94105,1,1.0,993,1145258,2
15176270,751 Madrid St, San Francisco,CA,94112,2,2.0,1244,611986,1
15181020,4322 25th St, San Francisco,CA,94114,5,4.0,0,3716043,4
15181594,551 Clipper St, San Francisco,CA,94114,2,1.0,1126,1207653,2
15140819,1351 Plymouth Ave, San Francisco,CA,94112,2,1.0,1315,1353695,2
15179101,107 Guttenberg St, San Francisco,CA,94112,3,1.0,1525,907473,1
15095624,3547 Anza St, San Francisco,CA,94121,2,1.0,1325,1399149,2
79847285,555 4th St UNIT 740, San Francisco,CA,94107,1,1.0,680,757305,1
15144809,550 Shotwell St, San Francisco,CA,94110,2,1.0,851,993352,2
15144810,552 Shotwell St, San Francisco,CA,94110,2,1.0,818,1044467,2
79845949,988 Fulton St APT 116, San Francisco,CA,94117,1,1.0,695,719505,1
15164939,340 Justin Dr, San Francisco,CA,94112,3,2.0,0,1149344,2
15112773,1871 30th Ave, San Francisco,CA,94122,4,3.0,2560,1277186,2
15103190,1379-1383 25TH Ave, San Francisco,CA,94122,6,5.0,3754,1781667,3
64972549,333 1st St UNIT 1606, San Francisco,CA,94105,0,1.0,506,681741,1
15196645,3010 23rd Ave, San Francisco,CA,94132,5,6.0,3924,3144289,3
2097628937,13 Surrey St # A, San Francisco,CA,94131,1,1.0,0,666182,1
2097755746,207 Plan, San Francisco,CA,94115,2,2.0,1401,2513226,3
119685831,5800 3rd St UNIT 1105, San Francisco,CA,94124,2,2.0,1021,683991,1
82786118,425 1st St UNIT 2205, San Francisco,CA,94105,1,1.0,0,957409,2
116156390,435 China Basin St UNIT 534, San Francisco,CA,94158,2,2.0,1391,1517870,2
64972004,35 Lottie Bennett Ln APT 2, San Francisco,CA,94115,1,1.0,0,16427,0
2097744720,Unit L Plan, 72 Townsend San Francisco,CA,94107,1,1.0,1106,1188672,2
15159329,1830-1832 Egbert Ave, San Francisco,CA,94124,0,0.0,880,622716,1
69819778,260 King St UNIT 741, San Francisco,CA,94107,1,1.0,854,822245,1
15179445,245 Concord St, San Francisco,CA,94112,2,2.0,1670,921639,1
2097661525,Residence 1 Plan, LUMINA San Francisco,CA,94105,1,1.0,876,997602,2
15168919,362 Princeton St, San Francisco,CA,94134,3,2.0,1356,827195,1
15067931,1151 Taylor St APT 1, San Francisco,CA,94108,2,2.0,1191,1346715,2
2097657203,1530 Mcallister St APT 6, San Francisco,CA,94115,2,1.0,754,769274,1
15135015,10 El Sereno Ct, San Francisco,CA,94127,2,3.0,1718,1647041,3
96031913,300 Berry St UNIT 1405, San Francisco,CA,94158,1,1.0,732,900565,1
15075119,1905 Laguna St APT 306, San Francisco,CA,94115,1,1.0,685,756807,1
15071190,3233-3235 Steiner St, San Francisco,CA,94123,4,2.0,2830,3268458,4
2098636734,Residence 2 Plan, LUMINA San Francisco,CA,94105,2,2.0,1189,1458542,2
15191450,341 Howth St, San Francisco,CA,94112,5,5.0,2000,998578,2
2097658751,633 Capp St # 635A, San Francisco,CA,94110,2,1.0,0,787367,1
2098035536,W407 Plan, Rockwell San Francisco,CA,94109,2,2.0,1164,1491740,2
2097661270,228 And 228a Filbert St, San Francisco,CA,94133,3,3.0,1525,2081701,3
15089336,64 7th Ave, San Francisco,CA,94118,3,3.0,2375,2038380,3
