zpid,street,city,state,zipcode,bedroom,bathroom,sqft,zestimate,cluster,sqft_norm,zestimate_norm
25661740,1042 S Gibraltar Ave, Anaheim,CA,92808,2,3.0,1190,385999,0,0.801886792453,0.7804621116
25659046,411 S Rosemary Ln, Anaheim,CA,92808,2,2.0,1061,421460,0,0.714959568733,0.852161693567
25416948,6786 E Kentucky Ave, Anaheim,CA,92807,4,3.0,2456,813186,3,1.65498652291,1.64420338572
25659356,1258 S Country Glen Way, Anaheim,CA,92808,2,2.0,1015,428815,0,0.683962264151,0.867032972588
25124718,1105 W Mishreki Pl, Anaheim,CA,92801,4,3.5,3156,777846,3,2.12668463612,1.57274845702
25221479,1444 S Garza St, Anaheim,CA,92804,3,3.0,1347,529793,0,0.907681940701,1.07120319869
25708994,1544 W Broadway, Anaheim,CA,92802,3,3.0,1512,498938,0,1.01886792453,1.0088166162
25403876,410 S Laureltree Dr, Anaheim,CA,92808,4,3.0,2441,821401,3,1.6448787062,1.66081352265
25224275,1766 W Chateau Ave, Anaheim,CA,92804,4,2.0,1422,563386,0,0.958221024259,1.13912581951
25152258,2784 W Russell Pl, Anaheim,CA,92801,4,2.0,1266,561968,0,0.853099730458,1.13625872588
2111305719,729 S Knott Ave, Anaheim,CA,92804,0,0.0,1019,480516,0,0.686657681941,0.971568662141
2097761426,6577 E Camino Vis, Anaheim,CA,92807,3,3.0,0,534086,0,0.0,1.07988333477
25322148,1005 W Orangewood Ave, Anaheim,CA,92802,3,3.0,1333,454497,0,0.898247978437,0.918960122529
25130594,1518 E Elm St, Anaheim,CA,92805,3,2.0,1557,535279,0,1.04919137466,1.08229549464
25217671,715 S Sherrill St, Anaheim,CA,92804,3,2.0,1359,549048,0,0.91576819407,1.11013541861
25157345,2148 W Grayson Ave, Anaheim,CA,92801,3,2.0,1480,495593,0,0.99730458221,1.00205326769
25218242,2820 W Ravenswood Dr, Anaheim,CA,92804,4,3.0,1917,570990,3,1.29177897574,1.15450055856
25408692,7641 E Paseo Laredo, Anaheim,CA,92808,4,2.5,2094,727724,3,1.41105121294,1.47140539147
25408726,7609 E Calle Durango, Anaheim,CA,92808,5,3.0,2090,692835,3,1.40835579515,1.40086235221
25726778,1024 S Dewcrest Dr, Anaheim,CA,92808,2,3.0,1500,503554,0,1.01078167116,1.01814983496
25414741,5633 E Vista Del Valle, Anaheim,CA,92807,2,3.0,1393,522805,0,0.938679245283,1.05707396717
25415753,5948 E Calle Principia, Anaheim,CA,92807,4,3.0,2502,764462,3,1.68598382749,1.54568697525
25160414,1808 E Briarvale Ave, Anaheim,CA,92805,4,2.0,1474,592755,0,0.993261455526,1.19850781728
25404468,912 S Camerford Ln, Anaheim,CA,92808,4,4.0,2900,934932,3,1.95417789757,1.89036500852
25344391,131 S Chantilly St, Anaheim,CA,92806,4,3.0,2361,647767,3,1.5909703504,1.3097381098
25659201,906 S Country Glen Way, Anaheim,CA,92808,3,3.0,1230,514003,0,0.82884097035,1.03927695862
79806642,3145 W Anacapa Way, Anaheim,CA,92801,3,3.0,2125,559508,3,1.43194070081,1.13128478348
25686113,1035 S Stresa Way, Anaheim,CA,92808,3,2.0,1184,429608,0,0.797843665768,0.868636361339
25332526,711 S Claudina St, Anaheim,CA,92805,3,3.0,1218,456950,0,0.820754716981,0.92391991144
25217110,2854 W Academy Ave, Anaheim,CA,92804,3,2.0,1379,532424,0,0.929245283019,1.07652289075
25415165,330 S Smokeridge Ter, Anaheim,CA,92807,4,3.0,2803,876613,3,1.88881401617,1.77244820074
61499308,5466 E Big Sky Ln, Anaheim,CA,92807,4,3.0,2642,892758,3,1.78032345013,1.80509222518
25513427,8770 E Garden View Dr, Anaheim,CA,92808,4,4.0,2564,913609,3,1.72776280323,1.84725144189
25414645,5382 E Rural Ridge Cir, Anaheim,CA,92807,3,2.0,1923,760008,3,1.29582210243,1.53668130879
25418293,7863 E Viewmount Ct, Anaheim,CA,92808,4,3.0,1936,708603,3,1.30458221024,1.43274410987
25323520,1026 S Verde St, Anaheim,CA,92805,4,2.0,1386,703392,0,0.933962264151,1.42220784407
25159595,1222 N Minteer St, Anaheim,CA,92801,4,2.0,1240,484178,0,0.835579514825,0.97897296177
25414802,5800 E Avenida Portola, Anaheim,CA,92807,4,3.0,1767,681738,3,1.19070080863,1.37842501933
95743789,51 Maple Via, Anaheim,CA,92801,3,2.0,1009,133767,0,0.679919137466,0.270467216968
25333122,1103 S Peregrine Pl, Anaheim,CA,92806,4,2.0,1468,555549,0,0.989218328841,1.12327997129
25403375,8177 E Carnation Way, Anaheim,CA,92808,3,3.0,1890,719193,3,1.27358490566,1.45415632535
25163209,846 S Turquoise St, Anaheim,CA,92805,3,2.0,1213,470438,0,0.817385444744,0.951191673701
25322243,2101 S June Pl, Anaheim,CA,92802,3,3.0,1418,518503,0,0.955525606469,1.04837563375
25344443,408 N Via Porto, Anaheim,CA,92806,3,2.0,1180,386792,0,0.795148247978,0.782065500351
25412498,640 S Andover Dr, Anaheim,CA,92807,4,3.0,3000,916227,3,2.02156334232,1.85254484889
25175941,2031 S Eileen Dr, Anaheim,CA,92802,3,2.0,1965,677898,3,1.32412398922,1.37066081656
2097823818,836 N Redondo Dr East Dr, Anaheim,CA,92801,3,1.0,1059,562518,0,0.713611859838,1.13737078618
2109757892,514 N Wake Forest Dr, Anaheim,CA,92801,2,2.0,1087,377420,0,0.732479784367,0.763115992943
110541495,8197 E Somerset Ln, Anaheim,CA,92808,4,4.0,2899,917963,3,1.95350404313,1.85605491556
25164518,330 N London Pl, Anaheim,CA,92806,4,4.0,2377,667713,3,1.60175202156,1.35006748184
25323576,1231 E Turin Ave, Anaheim,CA,92805,3,3.0,1435,506084,0,0.966981132075,1.02326531231
25129489,1428 W Apollo Ave, Anaheim,CA,92802,3,2.0,1412,506760,0,0.951482479784,1.02463213551
25383160,3326 E Radcliffe Ave, Anaheim,CA,92806,3,2.0,1560,517867,0,1.05121293801,1.04708968766
82817328,2452 E Alden Ave, Anaheim,CA,92806,5,3.0,2492,700238,3,1.67924528302,1.41583068377
51623416,682 S Halliday St, Anaheim,CA,92804,3,3.0,2462,722149,3,1.6590296496,1.46013314395
25333551,2341 E Omega Ave, Anaheim,CA,92806,9,7.0,4345,1165027,2,2.92789757412,2.35560048728
25346101,1170 N Leeward Way, Anaheim,CA,92801,2,3.0,1766,576010,3,1.19002695418,1.16465063615
25226961,1658 W Mells Ln, Anaheim,CA,92802,5,3.0,2233,658876,3,1.50471698113,1.33219970581
25217740,721 S Magnolia Ave, Anaheim,CA,92804,4,3.0,2211,613975,3,1.48989218329,1.24141312534
25658981,661 S Glenhurst Dr, Anaheim,CA,92808,2,3.0,1374,497456,0,0.925876010782,1.00582011919
25749834,998 S Citron St # 38, Anaheim,CA,92805,2,1.0,824,242597,0,0.55525606469,0.490513620211
25345911,1763 W Glenoaks Ave, Anaheim,CA,92801,2,1.0,926,309887,0,0.623989218329,0.626569142349
25414981,5920 E Marsha Cir, Anaheim,CA,92807,4,3.0,2507,856367,3,1.68935309973,1.73151225036
2097895620,2651 W Lincoln Ave, Anaheim,CA,92801,3,3.0,1559,503408,0,1.05053908356,1.0178546335
25128270,402 S Indiana St, Anaheim,CA,92805,2,1.0,1389,469289,0,0.935983827493,0.948868478651
25154360,2545 W Gramercy Ave, Anaheim,CA,92801,3,2.5,1280,477152,0,0.862533692722,0.964766896998
25346394,945 N Iroquois Ave, Anaheim,CA,92801,4,2.0,1228,481938,0,0.827493261456,0.974443843483
117895151,S Reseda St, Anaheim,CA,92806,3,2.0,1288,470772,0,0.867924528302,0.951866997589
2115099989,1919 W Coronet Ave SPC 199, Anaheim,CA,92801,3,2.0,2000,392616,3,1.34770889488,0.7938412079
25126740,302 E Alberta St, Anaheim,CA,92805,2,1.0,1004,461670,0,0.676549865229,0.933463410689
25406588,311 S Old Bridge Rd, Anaheim,CA,92808,7,7.0,4900,1785773,2,3.30188679245,3.61070408581
2097906060,1422 N Stoneyhaven Ln, Anaheim,CA,92801,3,2.0,1160,402391,0,0.78167115903,0.813605552214
25415410,6082 E Silverspur Trl, Anaheim,CA,92807,2,3.0,1484,630464,0,1.0,1.27475269296
25409450,4324 E Addington Dr, Anaheim,CA,92807,4,2.0,2127,664899,3,1.4332884097,1.34437777699
25322477,12755 Chelsea Cir, Garden Grove,CA,92840,3,2.0,1200,400315,0,0.808625336927,0.809408030086
25175175,2076 S Eileen Dr, Anaheim,CA,92802,3,2.0,2297,700546,3,1.54784366577,1.41645343753
2097920179,5815 E La Palma Ave SPC 187, Anaheim,CA,92807,3,2.0,1529,494609,0,1.03032345013,1.00006369073
25124821,625 W La Verne St, Anaheim,CA,92805,4,4.0,2991,761411,3,2.01549865229,1.53951807351
25644661,1919 W Coronet Ave SPC 178, Anaheim,CA,92801,3,2.0,1644,1660473,2,1.10781671159,3.35735653159
25222721,114 S Empire St, Anaheim,CA,92804,3,2.0,1378,526386,0,0.928571428571,1.06431449065
25129027,322 W South St, Anaheim,CA,92805,3,2.0,1890,550870,3,1.27358490566,1.11381937108
25408751,7646 E Calle Durango, Anaheim,CA,92808,4,3.0,2008,704214,3,1.35309973046,1.42386986873
25221623,1431 S Markev St, Anaheim,CA,92804,4,3.0,1971,594019,3,1.3281671159,1.20106353403
25222986,209 S Florette St, Anaheim,CA,92804,4,2.0,1726,574785,3,1.16307277628,1.16217377459
25414123,5641 E Avenida De Vinedos, Anaheim,CA,92807,2,2.0,1012,388170,0,0.681940700809,0.784851716869
25751554,5521 E Stetson Ct # 35, Anaheim,CA,92807,2,2.0,1530,512406,0,1.03099730458,1.03604793991
25163802,1331 S Anaheim Blvd, Anaheim,CA,92805,0,0.0,3423,892026,3,2.30660377358,1.80361217403
25165368,850 S Sapphire Ln, Anaheim,CA,92807,2,2.5,1549,540996,0,1.04380053908,1.09385485591
25688988,1776 N Cedar Glen Dr # 190, Anaheim,CA,92807,2,1.0,942,324416,0,0.634770889488,0.655945731458
25129263,923 S Flore St, Anaheim,CA,92802,4,2.0,1339,545562,0,0.902291105121,1.10308697828
25129067,1126 W South St, Anaheim,CA,92802,4,2.0,1285,500217,0,0.86590296496,1.01140266187
25665565,1870 W Falmouth Ave # 38, Anaheim,CA,92801,2,2.5,988,372838,0,0.66576819407,0.753851519731
25405045,987 S Silver Star Way, Anaheim,CA,92808,4,3.0,2017,726350,3,1.35916442049,1.46862726266
25151703,2644 W Bruce Ave, Anaheim,CA,92801,3,2.0,1818,564864,3,1.22506738544,1.14211422881
25398459,1249 N Willet Cir, Anaheim,CA,92807,3,3.0,2320,710575,3,1.56334231806,1.43673135151
25405987,240 S Mohler Dr, Anaheim,CA,92808,4,3.0,3113,1077800,3,2.09770889488,2.17923379046
25124708,1014 N Lomita St, Anaheim,CA,92801,3,2.0,1220,492807,0,0.822102425876,0.996420176818
25665582,1886 W Falmouth Ave # 55, Anaheim,CA,92801,2,2.0,945,358515,0,0.63679245283,0.724891447751
89161100,755 S Kroeger St, Anaheim,CA,92805,3,4.0,1570,549176,3,1.05795148248,1.11039422537
25414713,308 S Vista Del Canon, Anaheim,CA,92807,3,3.0,1537,554588,0,1.03571428571,1.12133689867
25406618,280 S Old Bridge Rd, Anaheim,CA,92808,5,5.5,4153,1549885,2,2.79851752022,3.13375557926
25417006,6845 E Swarthmore Dr, Anaheim,CA,92807,4,3.0,2500,809655,3,1.6846361186,1.63706395863
25771300,1250 S Brookhurst St UNIT 2035, Anaheim,CA,92804,2,2.0,912,246224,0,0.614555256065,0.497847152367
25405838,6536 E Calle Del Norte, Anaheim,CA,92807,4,2.5,2271,743946,3,1.53032345013,1.50420510436
