zpid,street,city,state,zipcode,bedroom,bathroom,sqft,zestimate,cluster,sqft_norm,zestimate_norm
2097786533,590 24th Ave, San Francisco,CA,94121,0,0.0,2208,1421596,3,1.66641509434,1.08733589718
2097786535,430 Eddy St, San Francisco,CA,94109,0,0.0,0,1538662,6,0.0,1.17687614922
15141202,115 San Juan Ave, San Francisco,CA,94112,3,2.0,2247,1070090,2,1.6958490566,0.818479561148
15086395,964 Page St, San Francisco,CA,94117,2,1.0,1122,1175368,2,0.84679245283,0.89900352758
2102211687,149-151 Masonic Ave San Francisco Ca # 94118, San Francisco,CA,94118,4,2.0,2672,1998049,3,2.01660377358,1.52824740786
116156185,435 China Basin St UNIT 335, San Francisco,CA,94158,2,2.0,0,1339734,6,0.0,1.02472212279
64972219,20 Quickstep Ln APT 2, San Francisco,CA,94115,2,1.0,840,808497,5,0.633962264151,0.618394966545
15109582,1669 15th Ave, San Francisco,CA,94122,7,4.0,3681,2462860,3,2.77811320755,1.88376732048
15155974,1129 Mendell St, San Francisco,CA,94124,0,0.0,912,632306,5,0.688301886792,0.483631785543
15162772,312 Cortland Ave, San Francisco,CA,94110,3,2.0,1200,1137852,2,0.905660377358,0.87030867087
15162462,600 Eugenia Ave, San Francisco,CA,94110,4,2.0,1901,1619714,3,1.43471698113,1.23887037904
15064354,358-360 Lombard St, San Francisco,CA,94133,0,0.0,1924,2860969,3,1.4520754717,2.1882688854
15129550,4555 19th St, San Francisco,CA,94114,4,4.0,4072,1999859,3,3.07320754717,1.52963182226
15178914,850C Brunswick St, San Francisco,CA,94112,4,3.0,2178,1139054,2,1.64377358491,0.871228044411
15185234,50 Burnside Ave, San Francisco,CA,94131,2,1.0,1273,1229794,2,0.960754716981,0.94063233319
2100435456,280 10th Ave, San Francisco,CA,94118,0,0.0,0,2463820,6,0.0,1.88450159552
15100736,855 La Playa St APT 159, San Francisco,CA,94121,2,2.0,1178,802075,5,0.889056603774,0.613482972468
111929260,830 Minnesota St, San Francisco,CA,94107,2,3.0,1659,1683068,2,1.2520754717,1.28732794253
15144377,465-469 Castro St, San Francisco,CA,94114,0,0.0,5390,4778124,0,4.0679245283,3.65464291287
59700490,155 Harriet St STE 9, San Francisco,CA,94103,2,2.0,930,932175,5,0.701886792453,0.71299253793
2098035537,W901 Plan, Rockwell San Francisco,CA,94109,2,2.0,955,1331508,5,0.720754716981,1.01843030353
15136755,128 San Pablo Ave, San Francisco,CA,94127,4,4.0,2674,2486536,3,2.01811320755,1.90187637868
2098636730,Residence 7 Plan, LUMINA San Francisco,CA,94105,1,1.0,972,1397810,2,0.73358490566,1.06914270329
89240111,83 Mcallister St APT 403, San Francisco,CA,94102,0,1.0,265,477437,4,0.2,0.365177159151
15064463,2125 Mason St, San Francisco,CA,94133,0,0.0,3204,2953639,3,2.41811320755,2.25914937296
15078432,420-422 Linden St, San Francisco,CA,94102,0,0.0,2200,1656543,3,1.66037735849,1.26703977017
80749566,650 2nd St UNIT 304, San Francisco,CA,94107,1,1.5,1798,1538662,2,1.35698113208,1.17687614922
117672833,437 25th Ave APT 3, San Francisco,CA,94121,3,2.0,1693,1193171,2,1.27773584906,0.912620505242
69819674,260 King St UNIT 1305, San Francisco,CA,94107,2,2.0,1488,1516681,2,1.12301886792,1.16006354539
2097847511,2725 Pine St, San Francisco,CA,94115,3,2.0,1777,1666873,2,1.34113207547,1.27494087556
52437151,2836 Folsom St, San Francisco,CA,94110,2,2.0,2258,1645406,3,1.7041509434,1.25852141483
2097847690,3633 Webster St, San Francisco,CA,94123,2,2.0,1720,1812330,2,1.29811320755,1.38619654707
2097847688,9-11 14th Ave, San Francisco,CA,94118,5,3.0,3296,2479340,3,2.48754716981,1.89637237535
15095248,591 18th Ave, San Francisco,CA,94121,4,2.0,2020,1795868,3,1.52452830189,1.37360525986
15081369,3045 Jackson St APT 203, San Francisco,CA,94115,1,1.0,0,1157909,6,0.0,0.88564966514
15163483,30 Patton St, San Francisco,CA,94110,4,3.0,1733,1176697,2,1.3079245283,0.90002003959
15141265,140 Ocean Ave, San Francisco,CA,94112,3,2.0,1152,964971,5,0.869433962264,0.738077209021
15109153,1674 26th Ave, San Francisco,CA,94122,5,3.0,2075,1389468,2,1.56603773585,1.06276215914
15152397,1242 Hampshire St, San Francisco,CA,94110,2,2.0,1298,1330988,2,0.979622641509,1.01803257122
2097853526,740 Shotwell St, San Francisco,CA,94110,0,0.0,2227,928770,2,1.68075471698,0.710388156144
2099140356,# 602 Three-Bed & Three-Bath Plan, 6 Mint Plaza San Francisco,CA,94103,3,3.0,1805,2697429,3,1.36226415094,2.06318207267
124397847,8 Buchanan St UNIT 613, San Francisco,CA,94102,2,2.0,985,1187699,5,0.743396226415,0.908435137508
2097854526,2405 41st Ave, San Francisco,CA,94116,0,0.0,2150,1084297,2,1.62264150943,0.829346066886
2097854989,900 Clarendon Ave, San Francisco,CA,94131,0,0.0,0,1460193,6,0.0,1.11685757818
2097855544,236 Shipley St # 204, San Francisco,CA,94107,2,2.0,858,921789,5,0.647547169811,0.705048599829
15140588,137 Eastwood Dr, San Francisco,CA,94112,6,3.0,2762,1531735,3,2.08452830189,1.17157789587
2097856271,150 152 San Carlos St, San Francisco,CA,94110,2,1.0,926,1035849,5,0.698867924528,0.792289653147
2097856807,236 Shipley St # 305, San Francisco,CA,94107,1,1.0,514,660786,4,0.387924528302,0.505415278428
15138115,250 Santa Paula Ave, San Francisco,CA,94127,5,6.0,3028,4080560,3,2.28528301887,3.12109725167
15160632,1706 Alabama St, San Francisco,CA,94110,2,1.0,988,1413797,2,0.745660377358,1.08137067734
89238408,323-A 7th Ave, San Francisco,CA,94118,3,2.0,1485,1230756,2,1.12075471698,0.94136813797
80733090,650 Delancey St APT 406, San Francisco,CA,94107,1,2.0,0,1789616,6,0.0,1.36882329365
119685612,1338 48th Ave, San Francisco,CA,94122,2,2.0,1510,979717,2,1.13962264151,0.749355979599
89230177,330 Mission Bay Blvd N UNIT 502, San Francisco,CA,94158,1,1.5,1010,1142907,5,0.762264150943,0.874175087884
15088522,39 Carmel St, San Francisco,CA,94117,2,2.0,0,2022206,6,0.0,1.54672436845
119685581,5900 3rd St UNIT 2309, San Francisco,CA,94124,2,2.0,1295,805789,5,0.977358490566,0.616323699033
96034175,300 Berry St UNIT 305, San Francisco,CA,94158,1,1.0,0,897117,4,0.0,0.686177731274
80745668,175 Bluxome St UNIT 209, San Francisco,CA,94107,2,2.0,1,1002206,4,0.000754716981132,0.766557137306
15178505,2 Curtis St, San Francisco,CA,94112,3,4.0,1020,933594,5,0.769811320755,0.714077888225
80741435,563 Minna St APT 2, San Francisco,CA,94103,1,2.0,814,1538662,2,0.614339622642,1.17687614922
15160839,188 Brewster St, San Francisco,CA,94110,4,4.0,2128,2735823,3,1.60603773585,2.0925484851
2097864414,160 Julian Ave, San Francisco,CA,94103,3,3.0,2300,2017935,3,1.7358490566,1.54345760938
82786220,310 Townsend St APT 408, San Francisco,CA,94107,1,1.0,803,819144,5,0.606037735849,0.626538535672
15123561,2555 28th Ave, San Francisco,CA,94116,3,3.0,1870,1286431,2,1.41132075472,0.983952266003
15138874,120 Santa Ana Ave, San Francisco,CA,94127,5,6.0,4800,4278959,0,3.62264150943,3.27284666196
80729601,2875 21st St APT 5, San Francisco,CA,94110,1,2.0,1137,1085026,5,0.858113207547,0.829903656996
2097869025,1685 Oak St APT 201, San Francisco,CA,94117,2,2.0,1430,1250619,2,1.07924528302,0.956560747492
15074186,1776 Sacramento St APT 305, San Francisco,CA,94109,2,2.0,1091,1207613,2,0.823396226415,0.923666755392
80736607,317 Harriet St # 7, San Francisco,CA,94103,1,2.0,1067,715793,5,0.805283018868,0.547488473412
15106175,1559 7th Ave, San Francisco,CA,94122,3,2.0,1625,1514953,2,1.22641509434,1.15874185031
2097876725,2937 Webster St, San Francisco,CA,94123,3,2.0,1338,1748201,2,1.00981132075,1.33714620946
64972583,355 1st St UNIT S204, San Francisco,CA,94105,2,2.0,963,1158379,5,0.72679245283,0.886009153962
2099440337,400 Franconia St, San Francisco,CA,94110,10,11.0,4950,3474741,0,3.7358490566,2.65772457343
111710847,151 Ames St, San Francisco,CA,94110,3,3.0,1986,1975267,3,1.49886792453,1.51082214329
2097883315,621 Lincoln Way APT 4, San Francisco,CA,94122,1,1.0,0,870484,4,0.0,0.665806952973
15071633,2517-2521 Van Ness Ave, San Francisco,CA,94109,0,0.0,6934,6229302,0,5.23320754717,4.76460518949
2108320096,192 Laidley St, San Francisco,CA,94131,1,1.0,830,1134336,5,0.62641509434,0.867619388532
15095669,614 28th Ave, San Francisco,CA,94121,3,3.5,2786,1798663,3,2.10264150943,1.37574307104
80751244,1090 Chestnut St # 2, San Francisco,CA,94109,4,4.0,3260,6183307,0,2.46037735849,4.72942500145
2097911988,228 Filbert St, San Francisco,CA,94133,3,3.0,1525,2084240,3,1.15094339623,1.59417230376
2097945499,Residence D2 Plan, Summit 800 San Francisco,CA,94132,3,3.5,2020,1442954,2,1.52452830189,1.1036719871
15065717,25 Alta St, San Francisco,CA,94133,0,0.0,2450,2663260,3,1.84905660377,2.0370472353
15187220,2061 Ocean Ave, San Francisco,CA,94127,4,1.0,1394,1382411,2,1.0520754717,1.05736447271
2114645944,2200 Beach St APT 103, San Francisco,CA,94123,1,1.0,883,1015292,5,0.66641509434,0.77656622396
2099019990,198 Carl St, San Francisco,CA,94117,0,0.0,6750,3444878,0,5.09433962264,2.63488326557
2097928873,1331 Grant Ave, San Francisco,CA,94133,0,0.0,6120,2902697,0,4.61886792453,2.22018537385
15067669,11 Shepard Pl, San Francisco,CA,94108,5,3.0,1951,2053887,3,1.47245283019,1.57095620967
15105300,1415 23rd Ave, San Francisco,CA,94122,3,3.0,1555,1363470,2,1.17358490566,1.04287707318
2097927821,318 Spear St UNIT 7F, San Francisco,CA,94105,3,2.0,1661,1990255,3,1.25358490566,1.52228601237
15099743,843-845 30TH Ave, San Francisco,CA,94121,2,1.0,2280,1321762,3,1.72075471698,1.01097588212
15134721,121 Juanita Way, San Francisco,CA,94127,3,1.0,1416,1502697,2,1.06867924528,1.14936760562
63197369,765 Market St APT 34C, San Francisco,CA,94103,1,1.5,947,1672333,2,0.714716981132,1.27911706486
15065330,166-170 Valparaiso St, San Francisco,CA,94133,5,3.0,2370,1889761,3,1.78867924528,1.44542118322
15066592,411 Vallejo St, San Francisco,CA,94133,2,3.0,1240,2123247,2,0.935849056604,1.62400758139
64969763,1578 Indiana St APT 4, San Francisco,CA,94107,1,2.0,1244,869968,5,0.938867924528,0.665412280138
119684814,58 Wilmot St, San Francisco,CA,94115,3,4.0,2689,3863489,3,2.02943396226,2.95506619184
15147476,469 Clementina St APT 7, San Francisco,CA,94103,1,1.0,582,646812,4,0.439245283019,0.494726987361
64971331,333 Grant Ave APT 703, San Francisco,CA,94108,1,2.0,834,1024075,5,0.629433962264,0.783284075716
15116085,2050 31st Ave, San Francisco,CA,94116,3,1.0,1300,1051764,2,0.981132075472,0.804462556562
15093766,547 27th Ave, San Francisco,CA,94121,4,3.0,2544,1691924,3,1.92,1.29410162978
2097941627,2 Fallon Pl APT 53, San Francisco,CA,94133,2,2.0,1466,1893544,2,1.10641509434,1.44831468581
15122575,2478 23rd Ave, San Francisco,CA,94116,3,2.0,2100,1393762,3,1.58490566038,1.0660465102
15136304,1 Stanford Heights Ave, San Francisco,CA,94127,3,2.0,1203,1124638,2,0.907924528302,0.860201680878
15188709,25 Baywood Ct, San Francisco,CA,94112,2,1.0,800,685094,5,0.603773584906,0.524007734364
115828635,480 Mission Bay Blvd N UNIT 514, San Francisco,CA,94158,2,2.0,1383,1575209,2,1.04377358491,1.20482984706
15067438,1 Mccormick St, San Francisco,CA,94109,0,0.0,0,1538662,6,0.0,1.17687614922
79842594,555 4th St UNIT 522, San Francisco,CA,94107,2,2.0,1183,1138034,2,0.892830188679,0.87044787718
15070865,2806 Van Ness Ave, San Francisco,CA,94109,10,6.0,4921,4892154,0,3.71396226415,3.74186102009
15144477,595-599 Noe St, San Francisco,CA,94114,0,0.0,3777,2490469,3,2.85056603774,1.90488461174
15170217,349 Bacon St, San Francisco,CA,94134,3,1.0,1680,1318308,2,1.2679245283,1.00833402172
63179419,8100 Oceanview Ter APT 314, San Francisco,CA,94132,2,2.0,1019,648076,5,0.769056603774,0.495693782832
2097949681,358 Lombard St, San Francisco,CA,94133,3,2.0,1924,1486290,2,1.4520754717,1.13681838625
15181858,3790 Cesar Chavez, San Francisco,CA,94110,3,3.0,1946,1538662,2,1.46867924528,1.17687614922
80735907,2002 3rd St APT 203, San Francisco,CA,94107,2,3.0,2543,1766898,3,1.91924528302,1.35144698075
2097950676,1333 Jones St UNIT T321, San Francisco,CA,94109,0,1.0,0,782738,4,0.0,0.598692684479
2097951141,819 Ellis St # 3RD, San Francisco,CA,94109,0,0.5,28800,4247751,1,21.7358490566,3.24897660416
15131928,21 Panorama Dr, San Francisco,CA,94131,3,1.0,1150,1183799,2,0.867924528302,0.905452145154
15158996,5512 3rd St, San Francisco,CA,94124,0,0.0,0,981052,4,0.0,0.750377080828
2097952476,3437-3441 Mission St, San Francisco,CA,94110,8,7.0,4130,2316516,3,3.11698113208,1.77183320942
119685295,859 Alabama St, San Francisco,CA,94110,3,4.0,2200,2631550,3,1.66037735849,2.01279321285
83154260,74 New Montgomery St UNIT 508, San Francisco,CA,94105,2,1.0,952,1272184,5,0.718490566038,0.973055165472
15199728,60 Ora Way APT 203H, San Francisco,CA,94131,0,1.0,409,131445,4,0.308679245283,0.100538315389
2097957961,28 Parker Ave APT 201, San Francisco,CA,94118,2,2.0,0,1538662,6,0.0,1.17687614922
69819288,501 Beale St UNIT 10D, San Francisco,CA,94105,2,2.0,1259,1888669,2,0.950188679245,1.44458594536
15151600,880 Wisconsin St, San Francisco,CA,94107,4,3.0,1500,1525476,2,1.1320754717,1.16679057558
82785962,74 New Montgomery St UNIT 305, San Francisco,CA,94105,1,1.0,792,901219,5,0.597735849057,0.689315227335
114316171,301 Mission St APT 405, San Francisco,CA,94105,2,2.0,1731,2282190,3,1.30641509434,1.74557828749
15068328,1335 California St, San Francisco,CA,94109,2,1.0,1500,1393264,2,1.1320754717,1.06566560503
15160832,146 Brewster St, San Francisco,CA,94110,3,2.0,1430,1673701,2,1.07924528302,1.28016340679
64971471,135 12th Ave, San Francisco,CA,94118,3,2.0,1782,1684575,2,1.34490566038,1.28848060137
2097962619,420 Linden St, San Francisco,CA,94102,0,0.0,2200,1322797,3,1.66037735849,1.0117675224
2097962620,422 Linden St, San Francisco,CA,94102,1,1.0,2200,963455,2,1.66037735849,0.736917666352
2097962622,318 25th Ave, San Francisco,CA,94121,0,0.0,3832,1984635,3,2.8920754717,1.5179874439
83152889,1160 Mission St UNIT 2202, San Francisco,CA,94103,1,1.0,864,916682,5,0.652075471698,0.701142409585
82785810,752 S Van Ness Ave, San Francisco,CA,94110,3,2.0,1735,1102610,2,1.30943396226,0.843353128165
15145237,3808 21st St, San Francisco,CA,94114,3,1.0,1784,2528114,3,1.34641509434,1.93367813665
15156705,1408 Rankin St, San Francisco,CA,94124,3,1.0,995,763624,5,0.750943396226,0.584072962463
15091833,31 Tacoma St, San Francisco,CA,94118,0,0.0,1200,1107321,2,0.905660377358,0.846956429955
15081192,2786 Jackson St # A, San Francisco,CA,94115,0,0.0,472,590177,4,0.356226415094,0.451408584287
2097966685,3062 22nd St, San Francisco,CA,94110,0,0.0,3915,2392001,3,2.95471698113,1.82956940888
2097967564,12 Esquina Dr, San Francisco,CA,94134,4,2.0,1525,818949,2,1.15094339623,0.626389386054
15099030,750 Funston Ave, San Francisco,CA,94118,4,3.0,3330,2871628,3,2.51320754717,2.19642163297
2097968226,1884 Bush St, San Francisco,CA,94109,1,1.0,934,970216,5,0.704905660377,0.742088951302
2134087564,60 Alpine Ter, San Francisco,CA,94117,0,0.0,1205,1898164,2,0.909433962264,1.45184838444
2097971236,174 Turk St, San Francisco,CA,94102,0,0.0,13464,3753380,0,10.161509434,2.87084713923
15070382,1500 Francisco St APT 11, San Francisco,CA,94123,3,2.0,1787,1909648,3,1.34867924528,1.46063214962
89240090,338 Spear St UNIT 22F, San Francisco,CA,94105,2,2.0,1318,1361339,2,0.994716981132,1.04124713556
2097974744,3032 Clement St # 202, San Francisco,CA,94121,3,2.0,1661,1472682,2,1.25358490566,1.12641003754
15160715,3401 Folsom St, San Francisco,CA,94110,4,4.0,2072,1744898,3,1.56377358491,1.33461984439
69819744,260 King St UNIT 553, San Francisco,CA,94107,0,1.0,556,631987,4,0.419622641509,0.483387792066
15071573,2325-2327 Larkin St, San Francisco,CA,94109,0,0.0,2820,2693320,3,2.12830188679,2.06003922253
15130450,720 Castro St, San Francisco,CA,94114,3,2.5,2020,2663040,3,1.52452830189,2.03687896394
15068164,30 Miller Pl APT 11, San Francisco,CA,94108,3,2.0,1782,2036506,3,1.34490566038,1.55766200708
125308985,1515 15th St APT 503, San Francisco,CA,94103,1,1.0,650,851248,5,0.490566037736,0.651093916837
2099345105,3437 Mission St, San Francisco,CA,94110,0,0.0,0,1765403,6,0.0,1.35030350035
2099430839,Residence A2 Plan, Summit 800 San Francisco,CA,94132,3,2.5,1824,1252484,2,1.37660377358,0.957987229733
2097986215,2325 Larkin St, San Francisco,CA,94109,0,0.0,2820,1339050,3,2.12830188679,1.02419895182
15158481,135 Ledyard St, San Francisco,CA,94124,4,2.0,1625,771182,2,1.22641509434,0.589853848672
69819230,69 Clementina St UNIT 403, San Francisco,CA,94105,1,1.0,476,655696,4,0.359245283019,0.501522090971
123952713,301 Mission St APT 34E, San Francisco,CA,94105,2,2.0,1714,2403089,3,1.29358490566,1.8380502856
2119198400,666 S Van Ness Ave, San Francisco,CA,94110,0,0.0,3106,2178824,3,2.3441509434,1.66651675218
15156254,1683 Newcomb Ave, San Francisco,CA,94124,2,1.0,1090,608548,5,0.822641509434,0.465460008016
15179455,275 Concord St, San Francisco,CA,94112,4,3.0,2400,885690,2,1.81132075472,0.677437563675
15154182,1463 Thomas Ave, San Francisco,CA,94124,6,3.0,995,702693,5,0.750943396226,0.53746867858
15177816,125 Lapham Way, San Francisco,CA,94112,2,1.0,1055,843291,5,0.796226415094,0.645007847565
79845037,1587 15th St APT 404, San Francisco,CA,94103,2,1.0,919,874209,5,0.69358490566,0.668656093106
15072786,1998 Broadway APT 1502, San Francisco,CA,94109,1,1.0,700,821383,5,0.528301886792,0.628251079231
63196473,1050 N Point St APT 508, San Francisco,CA,94109,1,1.0,0,1253745,6,0.0,0.958951730594
52273849,219 Brannan St UNIT 2H, San Francisco,CA,94107,2,2.0,1206,1563521,2,0.910188679245,1.19589004843
2098636731,Residence 3 Plan, LUMINA San Francisco,CA,94105,2,2.0,1366,1469609,2,1.03094339623,1.12405959254
2098008405,123 Corwin St # C, San Francisco,CA,94114,3,2.0,1609,1468545,2,1.21433962264,1.12324577103
15107139,1563 28th Ave, San Francisco,CA,94122,4,3.0,2920,1443645,3,2.20377358491,1.10420051216
2098010833,4660-62 18th St, San Francisco,CA,94114,8,8.0,0,1853255,6,0.0,1.41749884505
15078220,457 Fulton St, San Francisco,CA,94102,2,2.0,1506,1602133,2,1.13660377358,1.22542320248
2099430841,Residence F1 Plan, Summit 800 San Francisco,CA,94132,3,2.5,2249,1466042,3,1.69735849057,1.12133130184
82786533,325 Berry St APT 302, San Francisco,CA,94158,2,2.0,1589,1755816,2,1.19924528302,1.34297069325
15064594,1150 Lombard St APT 35, San Francisco,CA,94109,3,2.5,1854,2803268,3,1.39924528302,2.14413513108
2098024875,2017 Powell St, San Francisco,CA,94133,0,0.0,3990,2763987,0,3.01132075472,2.11409027912
15155224,2144 Bay Shore Blvd, San Francisco,CA,94134,2,1.0,800,698055,5,0.603773584906,0.533921212288
2098636729,Residence 4 Plan, LUMINA San Francisco,CA,94105,2,2.0,1401,1566043,2,1.05735849057,1.19781905015
61325260,20 Arco Way, San Francisco,CA,94112,3,2.5,1762,1155041,2,1.32981132075,0.883456018455
2098035539,1688 Pine St # W407, San Francisco,CA,94109,2,2.0,1164,1491740,2,0.878490566038,1.14098692684
2098035538,1688 Pine St # W901, San Francisco,CA,94109,2,2.0,955,1331508,5,0.720754716981,1.01843030353
15117826,2135 24th Ave, San Francisco,CA,94116,3,2.0,1162,1175738,2,0.876981132075,0.899286529418
111710873,16 Jessie St APT 304, San Francisco,CA,94105,2,2.0,1046,1435072,2,0.789433962264,1.09764328307
89237919,425 1st St UNIT 4504, San Francisco,CA,94105,1,1.0,605,914289,5,0.456603773585,0.699312076071
15135465,266 Juanita Way, San Francisco,CA,94127,4,3.0,3009,2462232,3,2.27094339623,1.88328698222
15066509,524-526 Vallejo St, San Francisco,CA,94133,4,6.0,2420,2631759,3,1.82641509434,2.01295307065
15131097,74 Farview Ct, San Francisco,CA,94131,2,1.0,1128,1097584,5,0.851320754717,0.839508892377
15131661,616-618 Diamond St, San Francisco,CA,94114,2,1.0,2764,2184226,3,2.08603773585,1.67064857902
15067429,3 Mccormick St, San Francisco,CA,94109,2,2.0,1496,1973571,2,1.12905660377,1.50952492405
2098183168,E1105 Plan, Rockwell San Francisco,CA,94109,1,1.0,690,950450,5,0.520754716981,0.726970534154
15081441,3249 Jackson St, San Francisco,CA,94118,6,5.0,5627,8989514,0,4.24679245283,6.87580808498
15147436,1 Rausch St APT A, San Francisco,CA,94103,1,2.0,1044,1010385,5,0.787924528302,0.772813007682
15144457,562 Sanchez St, San Francisco,CA,94114,3,4.0,4000,3910591,0,3.01886792453,2.99109309078
119685501,5800 3rd St UNIT 1211, San Francisco,CA,94124,1,1.0,817,632776,5,0.616603773585,0.483991274365
15151972,1221 San Bruno Ave, San Francisco,CA,94110,2,1.0,1005,958789,5,0.758490566038,0.733348783704
2098085721,3039-41 California St, San Francisco,CA,94115,0,0.0,3852,1831445,3,2.90716981132,1.40081703396
2104833493,425 1st St, San Francisco,CA,94105,1,2.0,819,1526950,2,0.618113207547,1.16791799372
2098087502,534 25th Ave, San Francisco,CA,94121,0,0.0,5091,2560343,0,3.84226415094,1.95832912655
2098089874,2693 22nd St, San Francisco,CA,94110,0,0.0,4050,3976561,0,3.05660377358,3.04155155376
2098093137,2697 22nd St # 1, San Francisco,CA,94110,3,2.0,1295,1387532,2,0.977358490566,1.06128137114
2098096943,2695 22nd St # 1, San Francisco,CA,94110,3,2.0,1399,1408784,2,1.0558490566,1.07753638486
15107183,1539 29th Ave, San Francisco,CA,94122,5,5.0,2875,1403602,3,2.16981132075,1.07357282938
80741786,385 10th St APT 7, San Francisco,CA,94103,1,1.0,602,659220,4,0.454339622642,0.504217492267
82785897,1160 Mission St UNIT 1206, San Francisco,CA,94103,2,2.0,1146,1312655,2,0.864905660377,1.00401021254
64972752,355 1st St PH 2703, San Francisco,CA,94105,2,2.0,1480,2000492,2,1.11698113208,1.53011598486
15151914,1183-1185 Hampshire St, San Francisco,CA,94110,5,4.0,2180,1383521,3,1.64528301887,1.05821347823
15199505,18 Jade Pl, San Francisco,CA,94131,5,5.0,3550,3006080,3,2.67924528302,2.29925991195
111710950,301 Mission St APT 19A, San Francisco,CA,94105,2,2.0,1469,1788383,2,1.10867924528,1.36788020915
15066065,1925 Leavenworth St APT 4, San Francisco,CA,94133,1,1.0,534,642811,4,0.403018867925,0.491666743154
80744446,701 Minna St APT 17, San Francisco,CA,94103,2,3.0,1778,1310568,2,1.34188679245,1.0024139292
71713737,50 Lansing St UNIT 604, San Francisco,CA,94105,2,2.0,1066,1204769,5,0.804528301887,0.921491465582
2098108886,83 Panorama Dr, San Francisco,CA,94131,3,5.0,3208,1936416,3,2.42113207547,1.48110618535
111930151,301 Mission St APT 6A, San Francisco,CA,94105,2,2.0,1479,1799192,2,1.11622641509,1.37614768719
15064106,220 Lombard St APT 823, San Francisco,CA,94111,3,2.0,1817,1984199,3,1.37132075472,1.51765396065
15144415,120 Hartford St, San Francisco,CA,94114,4,3.0,2447,2675952,3,1.84679245283,2.04675496324
2106821447,1725 Kearny St APT 1, San Francisco,CA,94133,3,4.0,2450,3517831,3,1.84905660377,2.6906828146
2098118196,1979 Ofarrell St APT B, San Francisco,CA,94115,2,1.0,875,736440,5,0.660377358491,0.563280740884
111922444,301 Mission St APT 6D, San Francisco,CA,94105,1,1.0,789,1047120,5,0.595471698113,0.800910501051
80746401,370 De Haro St # TB5, San Francisco,CA,94103,1,2.0,1180,1113662,2,0.890566037736,0.851806469575
89239041,300 Berry St UNIT 201, San Francisco,CA,94158,2,1.0,917,1116178,5,0.692075471698,0.853730882078
59700600,1800 Bryant St STE 106, San Francisco,CA,94110,1,2.0,778,859810,5,0.587169811321,0.65764273236
2135966161,56 Sanchez St APT 3, San Francisco,CA,94114,1,1.0,0,649209,4,0.0,0.496560380354
15093792,558 27th Ave, San Francisco,CA,94121,2,1.0,1160,1061009,5,0.875471698113,0.811533778182
15077373,1979B Ofarrell St # 10, San Francisco,CA,94115,2,1.0,875,751742,5,0.660377358491,0.57498477909
2106364114,2136 Broderick St, San Francisco,CA,94115,0,0.0,6585,7437396,0,4.96981132075,5.68863984727
53153375,767 Corbett Ave APT 1, San Francisco,CA,94131,2,3.0,1207,1307412,2,0.910943396226,1.0
15124164,2542 42nd Ave, San Francisco,CA,94116,2,1.0,1000,943161,5,0.754716981132,0.721395397931
15193183,371 Victoria St, San Francisco,CA,94132,2,1.0,1050,783537,5,0.792452830189,0.599303815477
15105275,1466 25th Ave, San Francisco,CA,94122,3,3.0,1920,1324770,2,1.44905660377,1.01327661059
2098129870,98 Broderick St # 98, San Francisco,CA,94117,1,1.0,800,875920,5,0.603773584906,0.669964785393
2098130464,2808 Folsom St, San Francisco,CA,94110,0,0.0,5040,3327877,0,3.80377358491,2.54539273007
2098131113,991 Haight St, San Francisco,CA,94117,3,3.0,1600,1452603,2,1.20754716981,1.11105221613
83153434,55 Page St APT 513, San Francisco,CA,94102,2,2.0,1037,1313874,2,0.782641509434,1.00494258887
15198472,139 S Lake Merced Hls APT 1D, San Francisco,CA,94132,2,2.0,1384,759627,5,1.04452830189,0.581015777735
2098135782,198 Coleman St, San Francisco,CA,94124,3,2.5,1285,1291115,2,0.969811320755,0.987534916308
2102398145,4479 Mission St, San Francisco,CA,94112,0,0.0,0,937340,4,0.0,0.716943090625
15069446,631 Ofarrell St APT 610, San Francisco,CA,94109,0,1.0,520,478567,4,0.392452830189,0.366041462064
15172243,878 Goettingen St, San Francisco,CA,94134,2,1.0,1025,731826,5,0.77358490566,0.559751631467
2129682652,170 Pacific Ave APT 21, San Francisco,CA,94111,3,3.0,1993,2391159,3,1.5041509434,1.82892538848
89237483,733 Front St UNIT 508, San Francisco,CA,94111,2,2.0,1459,1203857,2,1.10113207547,0.920793904293
2098153663,3201 Mission St, San Francisco,CA,94110,0,0.0,10494,3749317,0,7.92,2.8677394731
2098158072,989 Haight St, San Francisco,CA,94117,3,3.0,1750,1381881,2,1.32075471698,1.0569590917
2121227871,80 Retiro Way APT 3, San Francisco,CA,94123,1,1.0,800,949023,5,0.603773584906,0.725879064901
2098159834,3953 24th St # C2, San Francisco,CA,94114,0,0.0,490,448856,4,0.369811320755,0.343316414413
2098159833,3953 24th St # C1, San Francisco,CA,94114,0,0.0,1306,753484,5,0.985660377358,0.576317182342
15078080,1390 Mcallister St, San Francisco,CA,94115,3,2.0,1711,1771616,2,1.29132075472,1.35505563663
2098169578,4662 18th St, San Francisco,CA,94114,4,3.5,2403,3016832,3,1.81358490566,2.30748379241
15129997,498 Corbett Ave, San Francisco,CA,94114,4,3.5,2850,2499809,3,2.15094339623,1.91202849599
2103068387,1541 Filbert St APT 3, San Francisco,CA,94123,3,2.0,1350,1652516,2,1.01886792453,1.26395963935
