15082192	3319 Clay St	 San Francisco	CA	94118	Studio	-- baths	2,800 sqft	$3,075,849
64946643	475 Tehama St STE 202	 San Francisco	CA	94103	1 bed	1 bath	605 sqft	$623,839
15179776	105 Hanover St	 San Francisco	CA	94112	3 beds	3 baths	1,650 sqft	$842,651
15162782	127 Ellert St	 San Francisco	CA	94110	3 beds	1 bath	950 sqft	Unavailable
15198441	249 N Lake Merced Hls	 San Francisco	CA	94132	3 beds	2.5 baths	1,904 sqft	$983,147
2097683628	465 Castro St	 San Francisco	CA	94114	3 beds	2 baths	1,475 sqft	$1,468,334
2097683627	467 Castro St	 San Francisco	CA	94114	3 beds	3 baths	1,855 sqft	$2,061,075
15198058	419 Lakeshore Dr	 San Francisco	CA	94132	2 beds	1 bath	1,250 sqft	$941,338
2097683950	Plan A (Floors 8-16) Plan	 The Harrison San Francisco	CA	94105	1 bed	1 bath	840 sqft	$705,250
2097684327	1345 16th Ave APT 4	 San Francisco	CA	94122	1 bed	1 bath	-- sqft	$541,714
15086330	2155 Hayes St	 San Francisco	CA	94117	3 beds	2 baths	1,932 sqft	$1,249,495
15137636	528 Melrose Ave	 San Francisco	CA	94127	2 beds	1 bath	890 sqft	$928,818
15098183	655 10th Ave	 San Francisco	CA	94118	3 beds	1.5 baths	1,950 sqft	$1,955,958
79846516	555 4th St UNIT 802	 San Francisco	CA	94107	1 bed	1 bath	670 sqft	$806,305
111933043	442 Leland Ave	 San Francisco	CA	94134	5 beds	3 baths	2,055 sqft	$804,133
63196414	666 Post St APT 1004	 San Francisco	CA	94109	1 bed	1 bath	775 sqft	$923,966
59779896	175 Bluxome St UNIT 204	 San Francisco	CA	94107	2 beds	2 baths	1,076 sqft	$1,000,937
15133660	130 Ulloa St	 San Francisco	CA	94127	3 beds	2 baths	1,792 sqft	$1,511,022
15162453	21 Bennington St	 San Francisco	CA	94110	2 beds	1 bath	1,000 sqft	$958,594
15080138	2425 Francisco St	 San Francisco	CA	94123	3 beds	2 baths	-- sqft	$2,661,712
15151660	738 Arkansas St	 San Francisco	CA	94107	2 beds	2 baths	1,758 sqft	$1,752,651
15145521	240 Liberty St APT B	 San Francisco	CA	94114	2 beds	1 bath	892 sqft	$1,142,833
2098183165	E1010 Plan	 Rockwell San Francisco	CA	94109	1 bed	1 bath	616 sqft	$842,966
59700498	155 Harriet St STE 19	 San Francisco	CA	94103	2 beds	2 baths	1,010 sqft	$906,034
15132128	86 Midcrest Way	 San Francisco	CA	94131	3 beds	2 baths	1,383 sqft	$1,267,611
79845287	501 Crescent Way APT 5311	 San Francisco	CA	94134	2 beds	2 baths	875 sqft	$585,379
15192537	130 Majestic Ave	 San Francisco	CA	94112	3 beds	2 baths	1,250 sqft	$815,222
2107076991	301 Main St UNIT 24C	 San Francisco	CA	94105	1 bed	1 bath	809 sqft	$1,396,016
15167504	258 Harvard St	 San Francisco	CA	94134	2 beds	2 baths	1,600 sqft	$893,923
15118751	2262 42nd Ave	 San Francisco	CA	94116	3 beds	2 baths	905 sqft	$1,084,145
2097700391	323A 7th Ave # 3	 San Francisco	CA	94118	3 beds	2 baths	1,485 sqft	$1,286,672
15165582	18 Dartmouth St	 San Francisco	CA	94134	4 beds	2 baths	1,207 sqft	$900,838
2097702990	401 Harrison St # 4C	 San Francisco	CA	94105	2 beds	2 baths	1,289 sqft	$1,450,882
2097703618	3790 21st St	 San Francisco	CA	94114	Studio	-- baths	4,282 sqft	$3,023,776
