2097584653,352 W 56th St APT 1C, New York,NY,10019,1,1,600,Unavailable
2097584652,160 W 66th St # 30B/C, New York,NY,10023,3,3,1568,Unavailable
31523077,200 Riverside Blvd APT 12A, New York,NY,10069,3,3,1557,2753976
31498299,114 E 13th St APT 4D, New York,NY,10003,1,1,937,1731259
80007505,310 E 53rd St APT 6B, New York,NY,10022,2,3,1450,3512816
124719048,360 Cabrini Blvd APT 1F, New York,NY,10040,1,1,--,534052
2097586319,200 E 61st St # 1111D, New York,NY,10065,1,2,833,Unavailable
2117684086,240 E 46th St APT 7C, New York,NY,10017,Studio,1,--,559737
2097586320,200 E 61st St # 1010E, New York,NY,10065,1,2,904,Unavailable
2097586321,235 W 102nd St APT 15I, New York,NY,10025,2,2,--,Unavailable
2097586575,11 N Moore St APT 6A, New York,NY,10013,4,5,3133,Unavailable
2097586570,387 Grand St APT K1305, New York,NY,10002,2,1,--,Unavailable
2097586565,45 Tudor City Pl APT 2111, New York,NY,10017,1,1,--,Unavailable
2144010509,405 E 63rd St APT 11K, New York,NY,10065,2,2,1260,1492618
89228417,40 Broad St APT 21A, New York,NY,10004,1,2,930,1308552
2097588253,15 Renwick St APT 804, New York,NY,10013,3,4,1760,Unavailable
2097588254,15 Renwick St APT 503, New York,NY,10013,2,3,1073,Unavailable
96756460,28 E 10th St APT 1K, New York,NY,10003,1,1,779,1480336
2097588249,520 E 72nd St APT 5F, New York,NY,10021,1,1,--,Unavailable
2097588250,102 W 85th St APT 6C, New York,NY,10024,Studio,1,--,Unavailable
2110741095,134 E 93rd St # 9/10A, New York,NY,10128,3,3,1540,Unavailable
31531919,309 E 49th St APT 5C, New York,NY,10017,1,3,--,973534
79504508,353 E 72nd St APT 16C, New York,NY,10021,1,1,--,635761
31496561,54 E 1st St, New York,NY,10003,1,1,--,4578910
82784777,470 W 24th St APT 10E, New York,NY,10011,1,1,--,1055023
31541630,120 E 87th St APT P8E, New York,NY,10128,2,2,--,2998891
2097590092,433 W 34th St APT 15B, New York,NY,10001,Studio,1,--,Unavailable
2097590095,519 E 11th St APT 4W, New York,NY,10009,Studio,1,526,Unavailable
2097590094,21 E 12th St # 20B, New York,NY,10003,3,4,2496,Unavailable
2097590093,21 E 12th St # 6D, New York,NY,10003,1,2,1006,Unavailable
2097590319,2098 Frederick Douglass B Phq, Manhattan,NY,10026,3,2,1171,Unavailable
2097590587,46 W 71st St # 2AB, New York,NY,10023,1,1,--,Unavailable
80004023,68 Bradhurst Ave APT 6B, New York,NY,10039,2,2,894,699671
2097592740,301 E 75th St APT 18D, New York,NY,10021,2,2,1200,Unavailable
72534434,54 Morningside Dr APT 53, New York,NY,10025,3,2,--,1705611
2097595736,845 W End Ave APT 16D, New York,NY,10025,2,3,1954,3256492
79493292,176 Broadway APT 7A, New York,NY,10038,Studio,2,1604,1174984
2097596657,170 W 81st St APT 7C, New York,NY,10024,1,1,--,1481470
2097596656,115 E 90th St # 7D, New York,NY,10128,1,1,--,809656
113198042,201 E 66th St APT 15B, New York,NY,10065,1,1,--,574479
60541600,1601 3rd Ave APT 18D, New York,NY,10128,2,1,800,934281
112086826,167 E 82nd St APT 5A, New York,NY,10028,2,3,1621,3075142
2126199233,185 W Houston St APT 1B, New York,NY,10014,Studio,1,476,568450
97496009,50 Franklin St APT 11A, New York,NY,10013,1,1,720,1196215
31521940,130 W 79th St APT 11D, New York,NY,10024,1,1,--,976898
31504096,22 W 15th St APT 17J, New York,NY,10011,1,1,--,1113135
92424812,15 W 84th St APT 1B, New York,NY,10024,2,1,--,1061398
2103749420,955 Lexington Ave # 7C, New York,NY,10021,2,2,--,2493872
124436567,540 W 49th St APT 306N, New York,NY,10019,2,2,1157,2339964
114346465,115 E 9th St APT 6E, New York,NY,10003,2,2,--,1664130
2100809816,212 E 70th St # 2AC, New York,NY,10021,2,2,1050,1389151
72517998,205 3rd Ave APT 6F, New York,NY,10003,Studio,1,--,554828
31510736,330 E 38th St APT 38F, New York,NY,10016,1,1,774,1070555
2097599345,363 E 76th St APT 8L, New York,NY,10021,2,1,900,789343
31539697,524 E 72nd St APT 42C, New York,NY,10021,2,2,1200,2042858
119918979,211 E 35th St APT 10F, New York,NY,10016,1,1,800,747027
119915353,315 E 70th St APT 9F, New York,NY,10021,2,2,1250,1354312
2097601019,438 E 12th St # 3K, New York,NY,10009,2,2,1112,2360882
31491243,300 Albany St APT 3O, New York,NY,10280,Studio,1,534,521163
2097602906,2231 Adam Clayton Powell Jr Blvd # 520, New York,NY,10027,1,1,611,702927
2097602907,610 Park Ave # 2B2C, New York,NY,10065,3,4,4115,10704925
2097602905,246-248 W 125th St, Manhattan,NY,10027,Studio,--,--,Unavailable
2102152095,439 E 51st St # 6C, New York,NY,10022,2,1,1000,904584
31552654,114 Edgecombe Ave, New York,NY,10030,6,3.5,3951,1100443
79495319,75 Bank St APT 1H, New York,NY,10014,Studio,1,--,599070
2097604581,21 E 12th St # THB, New York,NY,10003,4,5,3307,7355314
2097604583,21 E 12th St # 6C, New York,NY,10003,1,2,1033,2492103
31511669,415 E 37th St APT 8N, New York,NY,10016,1,1,871,979522
2097604580,21 E 12th St # 10C, New York,NY,10003,3,4,2028,5624208
2097604580,21 E 12th St # 10C, New York,NY,10003,3,4,2028,5624208
87791770,54 E 1st St APT 2B, New York,NY,10003,1,1,--,1770346
72537996,14 Horatio St APT 14D, New York,NY,10014,1,1,--,736344
31521202,2000 Broadway APT 23B, New York,NY,10023,2,2,1294,2737510
72514462,118 Perry St APT J45, New York,NY,10014,Studio,1,--,429214
72525519,310 E 49th St APT 9C, New York,NY,10017,Studio,1,430,458514
2097609961,305 E 40th St APT 6N, New York,NY,10016,1,1,575,635226
2097610408,142 W End Ave APT 7L, New York,NY,10023,1,1,800,875592
2105343323,417 Park Ave APT 6W, New York,NY,10022,4,5,4000,9898093
2097611201,353 W 19th St # B, New York,NY,10011,8,4,3264,6959338
31502469,353 W 19th St, New York,NY,10011,8,4,5500,6947716
2126721042,105 Bennett Ave APT 64A, New York,NY,10033,1,1,747,584145
72526005,339 E 58th St APT 10H, New York,NY,10022,Studio,1,400,880832
2097611976,150 W 79th St APT 1B, New York,NY,10024,1,1,--,1485538
2099860779,53 W 53rd St # 27D, New York,NY,10019,3,4,2756,7477482
2097613204,385 Grand St APT L504, New York,NY,10002,1,1,--,848996
2097613202,559 W 23rd St # PH12, New York,NY,10011,3,2,1765,4957433
112513689,400 5th Ave APT 52C, New York,NY,10018,2,3,1168,3184353
2101362899,21 E 61st St APT 6B, New York,NY,10065,4,5,3751,Unavailable
121919156,15 W 84th St APT 5D, New York,NY,10024,1,1,--,826884
31501398,345 W 13th St APT 5C, New York,NY,10014,3,3,2550,4833954
97520055,450 W 17th St APT 1503, New York,NY,10011,2,2,1038,2485178
79978541,80 John St APT 21A, New York,NY,10038,1,2,973,1376895
2097615141,360 E 89th St # 28A, New York,NY,10128,4,5,2862,6342698
2097619011,121 W 88th St, New York,NY,10024,Studio,--,5150,7023397
2097615140,559 W 23rd St # 9-10, New York,NY,10011,3,4,2410,5686945
2097615142,639 W End Ave # 16A, New York,NY,10025,3,3,1700,2770175
2097615470,519 E 81st St APT 4A, New York,NY,10028,Studio,1,--,3216386
2097615477,250 W 94th St # 7E, New York,NY,10025,2,2,--,2393356
31502965,270 W 17th St APT 15F, New York,NY,10011,1,1,595,1327375
31503764,170 W 23rd St APT 6F, New York,NY,10011,1,1,709,957903
80008581,212 E 57th St # 19B, New York,NY,10022,1,1,700,1172598
2111628823,250 S End Ave, New York,NY,10280,1,1,594,635382
72535665,345 W 145th St APT 12A2, New York,NY,10031,1,1,--,402400
2097625758,147-57 Village Rd 42gb # 42GB, Kew Garden Hills,NY,01367,Studio,--,--,Unavailable
72525843,303 E 57th St APT 7D, New York,NY,10022,2,2,1400,829060
72523544,316 W 84th St APT 1E, New York,NY,10024,1,1,750,737983
2103162340,21-23 S William St # 7B, Manhattan,NY,10004,1,1,600,820848
2097626315,200 W 20th St APT 314, New York,NY,10011,Studio,1,485,601138
2097626982,180 Avenue Of The Americas APT 7B, New York,NY,10013,3,4,2221,5630418
119919210,36 N Moore St APT 2W, New York,NY,10013,2,2,--,2989077
122274928,430 Broome St, New York,NY,10013,Studio,--,--,4709024
31516080,301 W 57th St APT 10D, New York,NY,10019,2,2,1096,2540357
31530192,213 E 48th St, New York,NY,10017,5,6,3060,6925974
2097627231,79 C. Bajia Conception Rosarito Bc Mex, Foreign Country,CA,10001,1,3,2500,5884591
2097627550,8 Manzana Zona Uno Tijuana, Foreign Country,CA,10001,4,3,3000,8965168
2102163042,405 W 23rd St # 11BC, New York,NY,10011,1,2,1050,1473500
2097628847,100 & # 100A, Pagosa Springs,CO,81147,5,6,4968,9476491
2097629312,56 Leonard St # 17AWEST, New York,NY,10013,3,3,2303,6176971
79493533,266 E Broadway APT B1707, New York,NY,10002,1,1,--,786017
80012648,92 Greene St APT 2B, New York,NY,10012,3,3,2180,5561877
2097629300,310 Lexington Ave APT 2F, New York,NY,10016,Studio,1,--,1260938
2097629311,126 E 16th St APT 1B, New York,NY,10003,3,3,3000,4149013
31534048,32 E 76th St APT 1505, New York,NY,10021,2,2,1308,2846022
72539581,420 E 55th St APT 2F, New York,NY,10022,1,1,--,959888
2097629300,310 Lexington Ave APT 2F, New York,NY,10016,Studio,1,--,1260938
2097629299,535 W End Ave # HIFLR, New York,NY,10024,7,12,8451,11782305
2097629306,21 E 12th St # 8C, New York,NY,10003,1,2,1033,2483556
2113735421,139 E 33rd St APT 4N, New York,NY,10016,Studio,1,500,474943
2116314612,61 Lexington Ave APT 1A, New York,NY,10010,Studio,1,--,660029
80008020,555 W 23rd St APT S3N, New York,NY,10011,1,1,770,1370240
72518694,225 E 36th St APT 5P, New York,NY,10016,Studio,1,--,504039
31505454,80 Park Ave APT 10C, New York,NY,10016,Studio,1,--,739883
122273181,157 W 57th St APT 45A, New York,NY,10019,3,4,3228,10707571
122272620,157 W 57th St APT 46C, New York,NY,10019,4,5,3466,10889523
89333354,161 E 110th St APT 3F, New York,NY,10029,2,2,900,872722
31536893,200 E 69th St APT 6J, New York,NY,10021,Studio,1,493,635237
2097631910,50 W 30th St # 20A, New York,NY,10001,2,2,1330,2914152
2097631911,50 W 30th St # 6C, New York,NY,10001,1,1,679,1454804
2097631912,301 E 63rd St APT 7C, New York,NY,10065,Studio,1,475,460675
2097631913,201 E 17th St APT 32J, New York,NY,10003,1,1,--,983541
61965349,130 Beekman St APT 2MC, New York,NY,10038,3,2,2181,3460200
72532148,227 E 87th St APT 2A, New York,NY,10128,Studio,1,--,249747
112509827,400 5th Ave APT 49C, New York,NY,10018,2,3,1168,3105437
2097633942,555 Main St APT 1402, New York,NY,10044,2,2,1053,1355322
94817365,65 E 76th St # 3A, New York,NY,10021,2,2,--,1754102
2097633937,408 W 57th St APT 4F, New York,NY,10019,Studio,1,--,493839
31548043,382 Central Park W APT 14Y, New York,NY,10025,Studio,1,648,854308
2097633939,20 E 9th St # 10L, New York,NY,10003,Studio,1,650,791219
31543156,245 E 93rd St APT 8B, New York,NY,10128,1,1,753,756399
2097633929,333 E 91st St # 11AB, New York,NY,10128,4,4,3008,Unavailable
31550223,301 W 110th St APT 3H, New York,NY,10026,2,2,905,1041311
72516367,69 5th Ave APT 9E, New York,NY,10003,1,1,850,1314640
2097635932,50 W 30th St # 13B, New York,NY,10001,1,1,696,1501222
2097635934,49 W 72nd St APT 12B, New York,NY,10023,1,1,--,728832
63865204,175 W 12th St APT 15E, New York,NY,10011,2,1,877,1777763
2118064509,108 E 35th St # 2, New York,NY,10016,3,2,1800,2463430
2097637052,19 E 64th St, New York,NY,10065,--,--,21072,9346722
31511072,311 E 38th St APT 12A, New York,NY,10016,1,1,--,832081
2097639994,366 W 11th St # 5BC, New York,NY,10014,2,2,1262,2520702
112514539,2360 Amsterdam Ave APT 2E, New York,NY,10033,2,2,918,958135
2097640982,845 United Nations Plz APT 51ADE, New York,NY,10017,8,6,5160,11126111
2097641004,166 Perry St # 5, New York,NY,10014,2,3,1521,4036212
2097642007,525 E 86th St # 17GH, New York,NY,10028,3,3,--,4468527
31536143,236 E 62nd St, New York,NY,10065,5,8,4283,7715046
31519625,160 W 66th St APT 50A, New York,NY,10023,3,4,1931,4495636
2097642582,20 E 35th St APT 11E, New York,NY,10016,1,1,--,780772
83930360,340 E 23rd St APT 15H, New York,NY,10010,1,1,718,1317302
119913968,402 E 74th St APT 5F, New York,NY,10021,1,1,--,749342
2097642747,60 E End Ave APT 43B, New York,NY,10028,3,4,--,4494213
2126597993,15 William St APT 43L, New York,NY,10005,3,3,1592,2598597
89139200,10 W 15th St APT 210, New York,NY,10011,2,1,--,1357106
124423613,322 E 57th St # 23A, New York,NY,10022,2,3,--,2886526
80007023,325 5th Ave APT 38A, New York,NY,10016,3,3,1489,2877229
72522702,101 W 81st St APT 408, New York,NY,10024,1,1,650,821670
2106165015,389 E 89th St, New York,NY,10128,Studio,1,562,754576
117451081,46 Laight St APT 2, New York,NY,10013,5,5,5202,10402898
72529037,205 E 78th St APT 15D, New York,NY,10075,Studio,1,400,411097
122275169,345 W 14th St APT 8D, New York,NY,10014,2,2,1301,3777612
81946340,315 E 72nd St APT 8D, New York,NY,10021,1,1,760,881245
2097644612,555 W 23rd St APT S3N, New York,NY,10011,1,1,--,1138748
2121252152,189 Avenue C APT 4C, New York,NY,10009,Studio,1,785,816328
31494521,27 N Moore St APT 8E, New York,NY,10013,2,2,--,3658276
72528618,233 E 69th St APT 6I, New York,NY,10021,2,1,900,816059
2097646705,205 E 63rd St APT 8F, New York,NY,10065,1,1,--,726776
2097646713,100 W 58th St # 13AB, New York,NY,10019,3,4,2200,5937222
2097646711,400 E 56th St APT 30J, New York,NY,10022,1,2,1050,1514161
2097646702,54 E 129th St APT 5A, New York,NY,10035,4,1,1021,1001259
2103003643,167 E 61st St # 18/19DE, New York,NY,10065,4,4,--,6828455
2097646709,65 W 95th St # PHB, New York,NY,10025,1,1,--,1494124
2097646704,333 E 66th St APT 14H, New York,NY,10065,1,1,--,735484
2097646706,360 E 89th St # 11C, New York,NY,10128,2,3,1665,2718230
2097646707,360 E 89th St # 19C, New York,NY,10128,2,3,1661,3088551
2097646710,160 W 77th St APT 6B, New York,NY,10024,1,1,--,845133
2097646708,1 E 66th St # 9ABH, New York,NY,10065,3,3,--,6942519
121817688,165 E 32nd St APT 10H, New York,NY,10016,1,1,--,840811
121918928,321 E 54th St APT 7K, New York,NY,10022,Studio,1,--,429375
2097646714,416 W 52nd St # 221, New York,NY,10019,1,2,1270,1582841
31535542,188 E 76th St APT 7D, New York,NY,10021,2,2,1183,2127103
2097648117,322 W 57th St, New York,NY,10019,2,2,1350,2443265
114409390,3 Hanover Sq APT 3F, New York,NY,10004,1,1,900,898349
2097649212,44 Market St # PHA, New York,NY,10002,3,2,904,1491873
2098613749,2250 Broadway # 20BC, New York,NY,10024,3,3,1830,4441756
2097649210,360 E 89th St # 29B, New York,NY,10128,3,4,2417,5441336
31518542,29 W 65th St APT 6B, New York,NY,10023,Studio,1,468,681780
80387483,101 W 12th St APT 17K, New York,NY,10011,2,2,1400,2194018
79506382,333 E 79th St APT 12O, New York,NY,10075,2,2,--,1350341
80012000,350 W 42nd St APT 56C, New York,NY,10036,2,2,1076,2207032
31513245,146 W 57th St APT 70B, New York,NY,10019,1,3,1457,3889311
2107570222,435 E 77th St APT 2D, New York,NY,10075,Studio,1,485,492135
119909744,208 W 119th St APT 4M, New York,NY,10026,1,1,--,663469
72512381,684 Broadway APT 5W, New York,NY,10012,2,2,2200,3174801
2097653072,70 E 96th St APT 12C, New York,NY,10128,2,2,--,2194018
2097653073,432 W 52nd St # GARDEN-F, New York,NY,10019,1,2,1356,1353891
2097653074,432 W 52nd St # GARDEN-A, New York,NY,10019,2,2,1454,1985655
79496308,16 W 16th St APT 10WN, New York,NY,10011,1,1,725,895780
2106419718,122 Elizabeth St, New York,NY,10013,3,2,1132,1789383
2097657767,204-206 W 10th St # 4, Manhattan,NY,10014,1,1,--,949765
63867823,25 Central Park W APT 11N, New York,NY,10023,3,3,2011,6364245
2097658531,Cpw Sponsor Sale Condo # J, New York,NY,10023,3,3,2000,5696243
31515553,353 W 56th St APT 3B, New York,NY,10019,1,1,801,758662
81945720,20 Sutton Pl S APT 5C, New York,NY,10022,3,3,1900,1941531
125464994,100 W 57th St APT 6L, New York,NY,10019,1,1,--,439328
2097664023,17 W 120th St APT 3, New York,NY,10027,5,6,4000,6043056
80009087,472 Broadway APT 2, New York,NY,10013,2,3,1593,3381996
2097667609,161 Maiden Ln # 35B, New York,NY,10038,1,1,971,2091477
2097667682,404 E 79th St APT 5A, New York,NY,10075,3,3,1900,2866715
2097667895,555 W 23rd St PH H, New York,NY,10011,2,2,--,3256642
2097669862,147-18 8th Ave, Kew Garden Hills,NY,11367,4,4,--,2944207
31498762,58 W 9th St, New York,NY,10011,4,5,5000,8978403
72541370,675 Academy St APT 1K, New York,NY,10034,1,1,725,319053
2097670306,2 Sutton Pl S # 2FG, New York,NY,10022,3,4,--,3253668
2097670305,2 Sutton Pl S # 2EH, New York,NY,10022,2,3,--,1880084
2097670352,432 Park Ave APT 55A, New York,NY,10022,4,4,4462,11065280
2097670353,45 Tudor City Pl APT 711, New York,NY,10017,1,1,--,560592
31548166,382 Central Park W APT 20N, New York,NY,10025,1,1,876,1262282
2100155985,205 W 95th St APT 2B, New York,NY,10025,1,1,--,736721
2097671483,240 Riverside Blvd # 7LM, New York,NY,10069,3,4,1943,4120698
2097673574,138 Grand St APT 5WR, New York,NY,10013,3,2,3000,5127220
2097673564,31 Jane St APT 1G, New York,NY,10014,1,1,--,913808
31501445,651 Washington St, New York,NY,10014,5,4,2856,7390885
31539247,404 E 79th St APT 5A, New York,NY,10021,3,3,1900,2381497
31521589,155 W 71st St APT 5D, New York,NY,10023,2,2,988,1522361
2097673566,575 Park Ave # 505, New York,NY,10065,2,3,1900,2143317
2097673568,45 Tudor City Pl APT 208, New York,NY,10017,Studio,1,375,523045
119919171,245 Bennett Ave APT 5C, New York,NY,10040,1,1,675,399288
2097673565,555 W 23rd St # PHH, New York,NY,10011,2,2,--,2690050
31508239,200 E 32nd St APT 18A, New York,NY,10016,1,1,714,960866
80005261,15 Broad St APT 1206, New York,NY,10005,Studio,1,1077,1351764
2097677470,124 Elizabeth St APT 1B, New York,NY,10013,1,2,1132,1537583
2097677469,145 Morningside Ave APT 4F, New York,NY,10027,2,1,--,634174
2097677469,145 Morningside Ave APT 4F, New York,NY,10027,2,1,--,634174
72513333,30 5th Ave APT 5C, New York,NY,10011,1,1,800,1067057
114404726,30 5th Ave APT 11F, New York,NY,10011,2,2,--,2037823
2097677467,106 W 117th St APT 5F, New York,NY,10026,3,2,--,2975315
97535663,20 Pine St #1803, New York,NY,10005,Studio,1,656,831915
2097679266,157 W 57th St APT 36F, New York,NY,10019,3,4,2438,9839634
2097679263,200 E 69th St # T5D, New York,NY,10021,Studio,1,441,621864
2097679265,157 W 57th St APT 35C, New York,NY,10019,2,3,1985,7256840
72525574,310 E 51st St APT 2, New York,NY,10022,2,2,970,1354544
120108184,179 E 79th St APT 1B, New York,NY,10075,1,1,--,625966
2103527976,322 E 57th St # 2/3A, New York,NY,10022,2,3,--,3499850
